MGI ID,Appr Gene (h),PSD95 Complex  ,NR Complex ,mGluR5 Complex,human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
MGI:1917799,TLN2,NO,NO,NO,1423,1208,-1.450304,-4.591883,-2.765941,-0.1849086,1.336362,0.6169007,0.5894513666666666,-2.936042666666667,0.08684014629826729,,0.0252122671566315
MGI:104967,GLG1,NO,NO,NO,1979,445,-2.199993,-2.10231,-2.795079,-2.794527,-2.932972,-2.970017,-2.899172,-2.3657939999999997,1.4473140464204484,,0.0749983995170133
MGI:97816,PTPRZ1,NO,NO,NO,2263,2153,-2.562749,-3.293831,-1.860662,-1.083864,-0.3902101,-0.8487905,-0.7742882,-2.572414,0.2875478986671208,,0.0175547143110117
MGI:2385112,NDUFS2,NO,NO,NO,808,618,-1.678103,-2.087883,-4.00023,-1.985715,-2.451121,-2.045001,-2.1606123333333334,-2.5887386666666665,0.7432264068177616,,0.589245693815613
MGI:1914318,DYNLRB1,NO,NO,NO,1262,1422,-1.992967,-2.754606,-2.732798,0.5158028,-1.261979,0.4541051,-0.09735703333333333,-2.493457,0.18997744275063672,,0.0194555789922446
MGI:1276121,BCKDK,NO,NO,NO,1073,212,-2.538105,-2.300259,-2.19793,-1.80196,-2.188691,-1.75822,-1.9162903333333332,-2.3454313333333334,0.7427038695470505,,0.0649433868686258
MGI:97887,RDX,NO,NO,NO,2398,2183,-1.871295,-3.992999,-2.72368,-0.6124141,-1.55419,-2.830096,-1.6655667,-2.8626579999999997,0.4361537503108096,,0.250010745259248
MGI:97167,MSN,NO,NO,NO,1426,91,-2.338295,-2.133094,-2.721,2.050328,2.760734,2.120467,2.3105096666666665,-2.397463,0.03826123715391612,+,7.77624913932407e-05
MGI:1923020,BRSK2,NO,NO,NO,908,2012,-2.512626,-2.283895,-2.662416,-5.02213,-3.646255,-3.950999,-4.206461333333333,-2.4863123333333337,3.294704325036392,,0.0163115659521925
MGI:1914683,CCDC127,NO,NO,NO,1063,749,-0.5271251,-2.164869,-2.682477,-0.6739937,-1.267141,-4.712227,-2.2177872333333335,-1.7914903666666666,1.3437799099472847,,0.77846747843286
MGI:1913666,NDUFA7,NO,NO,NO,2045,693,-2.024287,-2.01552,-3.299212,-2.407967,-0.9432778,-1.48315,-1.6114649333333333,-2.4463396666666664,0.5606317155643412,,0.239029334375686
MGI:1914047,CNTNAP2,NO,NO,NO,933,1867,-1.402008,-2.015159,-3.488656,-2.46354,-3.01627,-4.572443,-3.3507510000000003,-2.301941,2.0688226853596623,,0.301247145418874
MGI:99434,ARF5,NO,NO,NO,1323,1027,-1.330832,-2.008889,-2.977239,-1.655412,-2.778362,-2.6903,-2.3746913333333333,-2.105653333333333,1.2050040538929654,,0.676344338969299
MGI:1330304,VPS52,NO,NO,NO,1195,2131,-2.294214,-2.447927,-2.639394,-2.057865,-0.6031372,-1.05812,-1.2397074000000001,-2.4605116666666667,0.4290434704550619,,0.0504515188016794
MGI:1338049,ITSN2,NO,NO,NO,1910,661,-1.815619,-2.419165,-2.629379,-3.939735,-4.003286,-3.924296,-3.9557723333333334,-2.2880543333333336,3.1771165166472093,+,0.00243688588893439
MGI:99476,ABHD16A,NO,NO,NO,1024,694,-2.434118,-1.152345,-2.737003,-1.349464,-0.819097,-0.4053648,-0.8579752666666667,-2.107822,0.4204928768858177,,0.088341396601495
MGI:1920428,WASL,NO,NO,NO,412,2038,-2.184588,-2.252397,-2.582686,-1.283852,-1.717297,-0.3516106,-1.1175865333333332,-2.3398903333333334,0.4285977555069478,,0.0440485760716476
MGI:2142527,EXOC8,NO,NO,NO,904,1695,-2.381618,-1.434536,-2.690901,-2.024015,-1.194752,-1.017747,-1.4121713333333332,-2.1690183333333333,0.5917882675929874,,0.196533582110788
MGI:1298393,SH3PXD2A,NO,NO,NO,1924,1329,-2.362504,-2.577265,-2.296161,-5.277577,-6.41118,-4.737331,-5.475362666666666,-2.4119766666666664,8.359322380662539,+,0.0036077523418396
MGI:1347351,NCDN,NO,NO,NO,2156,1594,-2.344228,-0.8027572,-2.76211,0.4249956,1.766467,1.128518,1.1066602,-1.9696983999999997,0.1185560671280621,,0.0123620697622766
MGI:1927234,SUCLG1,NO,NO,NO,2368,1812,-3.140698,-1.35693,-2.518914,0.939541,-1.012047,-1.598529,-0.5570116666666667,-2.3388473333333333,0.2908131342063711,,0.127366570354114
MGI:891965,VPS45,NO,NO,NO,1100,516,-2.31878,-2.145925,-2.311253,1.449801,2.695473,2.0856,2.076958,-2.258652666666667,0.049528039778903715,+,0.000284641312052525
MGI:1349635,SEC23A,NO,NO,NO,570,483,-2.500782,-1.841387,-1.952669,-2.5099,-0.1384484,-1.68747,-1.4452728,-2.0982793333333336,0.6359536234101202,,0.418360200590409
MGI:1098244,AP1S1,NO,NO,NO,1156,304,-2.274535,-2.482457,-2.493984,-0.4388281,0.1600699,-0.07624536,-0.11833452,-2.416992,0.2032521502376739,+,0.000257943089357005
MGI:98817,HSP90B1,NO,NO,NO,866,669,-1.828812,-3.811818,-2.479506,-0.9136266,-2.157541,-1.824286,-1.6318178666666665,-2.706712,0.4747058936765434,,0.195286099416395
MGI:97775,PRPS1,NO,NO,NO,1439,2400,-4.697392,-1.812922,-0.9468086,-2.369252,-1.571528,-2.76569,-2.23549,-2.485707533333333,0.8407696322504442,,0.843333867465738
MGI:1339975,PAK1,NO,NO,NO,2224,793,-2.26882,-1.213842,-2.626799,0.4958211,0.4706224,1.007974,0.6581391666666666,-2.0364869999999997,0.15446735027028585,+,0.00419872614630545
MGI:95752,GLS,NO,NO,NO,1533,1990,-3.271364,-1.790807,-2.263788,-0.626349,-0.8330293,-0.3059819,-0.5884534,-2.4419863333333334,0.27671390877861746,,0.0160542395386083
MGI:2444531,RALGAPB,NO,NO,NO,1934,1840,-2.255428,-2.776108,-0.3394888,-4.489473,-3.470555,-5.008447,-4.322825000000001,-1.7903415999999999,5.785667441681242,,0.0433006219426285
MGI:1350922,CADPS,NO,NO,NO,1634,1547,-2.285094,-1.763557,-2.330639,-0.8429772,-0.6406829,-0.08436475,-0.52267495,-2.1264299999999996,0.3290194895504073,+,0.00527233568547447
MGI:1349438,MPRIP,NO,NO,NO,1197,1809,-2.224495,-2.318324,-2.086527,-0.192651,-1.246295,-0.5268015,-0.6552491666666667,-2.209782,0.34043875054000605,,0.0081175067488628
MGI:1915444,NDUFB4,NO,NO,NO,1458,766,-1.197867,-1.765013,-2.410241,-1.424304,-1.946859,-2.375509,-1.9155573333333333,-1.7910403333333333,1.0901427025928792,,0.793633461067741
MGI:97842,RAB1A,NO,NO,NO,200,196,-2.204433,-1.92739,-2.112191,0.9465427,0,0.1391138,0.3618855,-2.081338,0.18387235581519062,+,0.00133557617668334
MGI:1933736,BAI1,NO,NO,NO,710,1205,-2.197985,-2.786425,-2.390353,-4.40966,-2.674092,-4.704835,-3.929529,-2.4582543333333335,2.7726675937818492,,0.0885933197168629
MGI:95394,ENO2,NO,NO,NO,1339,1617,-1.499181,-3.182182,-2.38994,2.520762,1.47706,1.817028,1.9382833333333334,-2.357101,0.05092845165040301,+,0.00171781206268573
MGI:2673998,ARHGAP33,NO,NO,NO,2126,1284,-1.25801,-1.714299,-2.802536,-2.786645,-1.937992,-2.436012,-2.3868829999999996,-1.9249483333333333,1.3773876691219649,,0.424639786273653
MGI:1922656,NDUFS7,NO,NO,NO,1737,382,-1.108357,-2.912718,-2.376289,-1.735765,-2.668214,-3.59572,-2.6665663333333334,-2.1324546666666664,1.4480502492095255,,0.519866593585158
MGI:2686961,INPP5A,NO,NO,NO,1006,1073,-2.176307,-2.525837,-2.248325,-2.475124,-1.809361,-2.550449,-2.2783113333333334,-2.316823,0.9736588891397667,,0.888762159182638
MGI:1342292,HSPA4,NO,NO,NO,113,1609,-2.165243,-2.592917,-1.407246,-0.7186913,0.317856,0.2784241,-0.040803733333333335,-2.0551353333333333,0.24752881753839326,,0.0142195412354913
MGI:1914502,CAP2,NO,NO,NO,872,127,-2.424348,-1.545521,-2.340717,0.8827406,-0.06979461,2.122601,0.9785156633333333,-2.103528666666667,0.11808975149977599,,0.0113105011766863
MGI:1914490,TAOK1,NO,NO,NO,89,588,-1.607367,-2.577691,-2.336609,-1.317833,-1.79989,-1.248508,-1.4554103333333333,-2.173889,0.6077379689137714,,0.101648345277411
MGI:98890,UBA1,NO,NO,NO,2198,481,-2.037008,-1.669052,-2.972893,1.235797,1.7507,2.514045,1.8335139999999999,-2.2263176666666666,0.059961003286081095,+,0.00164195287079072
MGI:2443881,RASAL2,NO,NO,NO,237,1807,-2.142855,-2.047661,-1.919949,-3.904573,-4.185986,-3.649458,-3.9133389999999992,-2.036821666666667,3.671875984383477,+,0.00036452811940224
MGI:109430,ICAM5,NO,NO,NO,1543,336,-2.141606,-3.065962,-1.214246,-4.263046,-5.029161,-4.652638,-4.648281666666667,-2.140604666666667,5.687036248941826,,0.0123027010463884
MGI:106504,EFHD2,NO,NO,NO,1064,129,-1.073797,-1.661176,-3.625894,-2.826665,1.368662,0.0394166,-0.4728621333333334,-2.120289,0.3192089778170635,,0.321877842635953
MGI:2669796,RTN4RL2,NO,NO,NO,1761,1689,-2.122769,-3.036667,-1.903187,-2.647163,-1.803661,-1.509218,-1.9866806666666665,-2.3542076666666665,0.7751100158022853,,0.492072984676275
MGI:1096584,PSMD2,NO,NO,NO,426,489,-1.468915,-2.790004,-2.311085,-1.489218,-1.257422,-1.294344,-1.3469946666666666,-2.1900013333333335,0.5574805332508309,,0.0983934110899947
MGI:1337026,SDCBP,NO,NO,NO,1664,287,-1.761226,-1.850508,-2.299212,-0.06112863,-0.1157092,-0.4628271,-0.21322164333333335,-1.9703153333333334,0.2958435424508314,+,0.00108847666087142
MGI:2385758,ABLIM2,NO,NO,NO,2017,1136,-2.949188,-1.597235,-1.846599,-2.016739,-0.3377137,-0.6404713,-0.9983080000000001,-2.1310073333333333,0.4560616189492903,,0.162702169330661
MGI:1859821,PRDX5,NO,NO,NO,792,667,-1.559977,-1.764345,-2.236424,-0.5632365,-0.7545685,-1.248408,-0.8554043333333333,-1.853582,0.5006319716579795,,0.0251149751425264
MGI:1931882,DNAJA2,NO,NO,NO,1011,881,-2.460146,-1.568283,-1.471508,0.6326142,-0.6030496,0.336488,0.12201753333333336,-1.8333123333333334,0.2578618289700229,,0.0159945574540754
MGI:1349453,VSNL1,NO,NO,NO,1347,1252,-2.019584,-2.278251,-1.619468,0.6264564,2.018767,0.7317576,1.1256603333333333,-1.9724343333333334,0.11678325503315934,+,0.00312714092901856
MGI:2429763,DOCK3,NO,NO,NO,1387,1341,-1.549395,-1.510129,-2.56656,-3.287144,-3.206551,-2.871987,-3.1218939999999997,-1.8753613333333334,2.3727048786665854,,0.0276932944503286
MGI:1924015,MLEC,NO,NO,NO,927,1389,-0.8757734,-4.976733,-2.1546,1.335426,1.811695,1.576357,1.5744926666666668,-2.6690354666666667,0.05279231958548033,,0.0253413763962265
MGI:2182619,LGI3,NO,NO,NO,1194,989,-2.39997,-1.250057,-2.15194,-1.656717,-4.586469,-2.065414,-2.7695333333333334,-1.9339890000000002,1.7845302206469724,,0.442122912345245
MGI:1920159,CHMP1A,NO,NO,NO,1846,442,-1.958408,-1.698498,-1.826658,-2.17019,-2.927587,-1.412929,-2.1702353333333333,-1.8278546666666668,1.2678470095140106,,0.483318039158398
MGI:1926235,STX6,NO,NO,NO,477,70,-1.626505,-1.454424,-2.664346,-3.093271,-2.785304,-2.16125,-2.6799416666666667,-1.9150916666666669,1.6991933204337857,,0.176719035213305
MGI:2676368,DNAJC13,NO,NO,NO,1735,2209,-2.409097,-1.447293,-1.35216,-2.163495,-1.947137,-3.499092,-2.5365746666666666,-1.7361833333333336,1.7415734671114445,,0.247198718161503
MGI:2144727,DDX1,NO,NO,NO,1587,592,-1.916135,-1.957953,-1.350635,-0.9242774,-1.625276,-2.221532,-1.5903618,-1.7415743333333333,0.9004933122101643,,0.738777354364362
MGI:1915229,ATAD1,NO,NO,NO,1234,38,-1.281461,-2.168318,-2.101599,-0.2634238,-1.502859,-1.55213,-1.1061376,-1.8504593333333335,0.5969484540813318,,0.217452610123482
MGI:96244,HSPA1A,NO,NO,NO,1712,1666,-1.911336,-2.75847,-1.296688,2.447176,2.933663,2.2091,2.5299796666666663,-1.988831333333333,0.04362167565415256,+,0.000678095897724385
MGI:107811,NPTX1,NO,NO,NO,1478,567,-1.89206,-1.906073,-1.397853,-1.04079,1.417685,-1.399064,-0.34072300000000005,-1.731995333333333,0.38122844314063214,,0.197395553141803
MGI:1931874,DNAJB1,NO,NO,NO,525,882,-3.244901,-1.397963,-1.772168,1.083835,-3.313015,1.523676,-0.23516799999999996,-2.138344,0.26735415440479227,,0.311381955422485
MGI:1929813,CACNA2D2,NO,NO,NO,1943,106,-1.856591,-2.932087,-1.742918,-3.109695,-4.001345,-3.747894,-3.6196446666666664,-2.177198666666667,2.717812633738183,,0.0355677265294908
MGI:103009,EPB41L2,NO,NO,NO,530,1365,-1.845498,-1.744992,-1.987713,-0.8719448,-2.548231,-4.073099,-2.4977582666666667,-1.859401,1.5565557683401319,,0.528966807889269
MGI:1923558,RAB1B,NO,NO,NO,313,196,-2.004226,-0.6390548,-2.016722,0.9465427,0,0.1391138,0.3618855,-1.553334266666667,0.26513154460645805,,0.0244523405661168
MGI:106581,TSG101,NO,NO,NO,597,299,-1.609014,-1.920204,-1.990041,-2.113741,-1.343795,-1.152894,-1.53681,-1.839753,0.8105971454508281,,0.392244735637725
MGI:1921506,CYLD,NO,NO,NO,1130,1323,-1.797751,-1.034792,-2.066546,-1.365063,-1.28868,-1.09172,-1.2484876666666667,-1.6330296666666666,0.7660221424191763,,0.29519928593015
MGI:106906,EIF4A2,NO,NO,NO,1753,1778,-1.791681,-1.508145,-1.216655,1.118549,0.8547104,0.8392735,0.9375109666666667,-1.505493666666667,0.18390025262028933,+,0.000207172046895021
MGI:2180801,ATP13A1,NO,NO,NO,1034,82,-1.543383,-3.380395,-1.9609,-4.161936,-3.849933,-5.138851,-4.3835733333333335,-2.294892666666667,4.25358907669298,,0.0369256932318085
MGI:1926058,STXBP5,NO,NO,NO,1232,2189,-1.764588,-1.324978,-1.86826,-1.151814,-1.315526,-1.376319,-1.2812196666666666,-1.6526086666666666,0.7730378718625437,,0.107370306434788
MGI:1919746,SEC24C,NO,NO,NO,782,1202,-1.701679,-1.957467,-1.950967,-3.324623,-2.003147,-2.023225,-2.4503316666666666,-1.8700376666666667,1.495153907935787,,0.262399841408519
MGI:1923957,CLASP1,NO,NO,NO,1905,2212,-1.756698,-1.633085,-1.479475,-1.661426,-2.751701,-2.313597,-2.2422413333333338,-1.623086,1.5359756375484819,,0.131002005875217
MGI:2658986,WASF3,NO,NO,NO,1659,627,-1.75175,-1.398199,-1.893894,-2.096899,-0.6942022,-1.51042,-1.4338404,-1.681281,0.8423895239082405,,0.597946361050799
MGI:1100859,CAPN5,NO,NO,NO,2193,208,-1.665315,-1.440973,-1.937468,-1.989295,-1.293479,-1.752663,-1.678479,-1.681252,0.9980797489140498,,0.99167021989577
MGI:1346035,FARSB,NO,NO,NO,1673,1515,-2.46298,-1.232906,-1.529653,-0.6133643,-0.1665925,-0.8045622,-0.528173,-1.7418463333333332,0.4311693903134398,,0.0433604361056552
MGI:1920955,MARK4,NO,NO,NO,1640,1219,-1.705785,-1.376744,-0.794199,-3.411466,-1.407396,-2.541233,-2.4533650000000002,-1.2922426666666667,2.2363133220917155,,0.143113880408659
MGI:1927340,MPP6,NO,NO,NO,1696,507,-2.215146,-1.22424,-1.273735,-2.928055,-2.253703,-1.751811,-2.311189666666667,-1.5710403333333334,1.6703487276703886,,0.189739030127072
MGI:1860040,TRIM3,NO,NO,NO,1147,645,-2.001441,-1.205206,-1.476992,-0.773147,-0.2162507,-1.199618,-0.7296719,-1.5612129999999997,0.5619286643060654,,0.0869075472676473
MGI:103149,UCHL1,NO,NO,NO,595,1409,-1.662991,-1.250908,-1.858861,3.423012,0.8538331,3.474087,2.5836440333333335,-1.59092,0.055377201800557885,,0.00913359230948574
MGI:1927230,TRIO,NO,NO,NO,2111,2108,-2.258256,-1.187397,-0.9386135,-4.211798,-2.81554,-2.724362,-3.2505666666666664,-1.4614221666666667,3.4560988943279587,,0.0466474185858317
MGI:2659071,RAPGEF2,NO,NO,NO,2355,2348,-1.648721,-1.399423,-1.50803,-1.89099,-1.140942,-1.058735,-1.3635556666666666,-1.5187246666666667,0.8980271701370542,,0.602008450720495
MGI:1202388,GAS7,NO,NO,NO,1009,387,-1.646464,-1.413347,-0.4437059,-2.094668,0.2205991,0.434256,-0.47993763333333334,-1.1678389666666666,0.6207561981516808,,0.482487001279471
MGI:1347353,ATP2B3,NO,NO,NO,134,1287,-1.363762,-1.16583,-2.754707,-2.38148,-2.857354,-1.491906,-2.24358,-1.761433,1.396820850974557,,0.493367908245293
MGI:96243,HSPA2,NO,NO,NO,274,1753,-1.779969,-1.162187,-0.719514,1.92275,0.9002326,1.128499,1.3171605333333334,-1.2205566666666667,0.17221501042413523,+,0.00435930020073227
MGI:2384296,CAMKV,NO,NO,NO,1708,451,-2.246732,-1.153695,-1.256709,-2.483415,-2.802403,-5.39102,-3.558946,-1.5523786666666668,4.018250021041866,,0.11114668452872
MGI:1921353,NEBL,NO,NO,NO,1986,374,-1.702181,-1.15306,-1.051389,-0.505707,-0.1006639,-0.7701881,-0.458853,-1.3022099999999999,0.5573451752598629,,0.0397415226126356
MGI:97355,NME1,NO,NO,NO,842,739,-1.371097,-2.324664,-1.813158,1.546727,1.607142,0.8386837,1.3308509,-1.8363063333333336,0.11132447912260192,+,0.00102086874795737
MGI:1913444,PYCRL,NO,NO,NO,2207,939,-1.664988,-1.14731,-1.381246,-0.9514135,-2.333583,-1.692371,-1.6591224999999998,-1.397848,1.1985370439721634,,0.573229797498633
MGI:1349467,ABCD2,NO,NO,NO,107,1364,-0.6423814,-1.128243,-2.418237,-0.7777555,-0.3822005,-0.5806859,-0.5802139666666667,-1.3962871333333335,0.567985826109095,,0.206637482127822
MGI:97282,NCAM2,NO,NO,NO,1838,604,-1.399223,-1.177745,-1.791053,-1.588488,-2.490934,-1.305356,-1.794926,-1.4560069999999998,1.2648085277847385,,0.44446939514194
MGI:2389180,LRRTM4,NO,NO,NO,2073,994,-2.74393,-1.115218,-1.360998,-4.649189,-2.795679,0.0971257,-2.449247433333333,-1.7400486666666666,1.6348958885134617,,0.654945551739954
MGI:1194508,DDOST,NO,NO,NO,1627,293,-1.580954,-2.034718,-0.5199973,-3.462193,-1.623409,-2.208406,-2.431336,-1.3785564333333333,2.0745228768726616,,0.209130565956072
MGI:2384560,AARS,NO,NO,NO,879,1490,2.669693,-1.091381,-4.909792,-0.8521448,-1.115912,-0.4303372,-0.7994646666666667,-1.1104933333333333,0.8060668146095618,,0.894269508370544
MGI:1919085,LANCL2,NO,NO,NO,1021,430,-1.562597,-1.745292,-1.166677,-0.6153934,-1.149842,0.2756032,-0.4965440666666667,-1.491522,0.5017435485883087,,0.0912497780702455
MGI:106321,DOCK9,NO,NO,NO,1352,2395,-1.397358,-1.157875,-1.749768,-1.845342,-1.358953,-2.209167,-1.8044873333333333,-1.4350003333333337,1.2918933716907803,,0.286016017300057
MGI:109153,KTN1,NO,NO,NO,1762,455,-1.555773,-1.92807,-0.9199912,-1.707623,-3.19185,-2.037411,-2.312294666666667,-1.4679447333333335,1.7954555457873282,,0.191410220882913
MGI:107686,NDUFA4,NO,NO,NO,415,563,-0.3634802,-1.079136,-2.25047,1.052027,-1.549412,0.2455938,-0.0839304,-1.2310287333333332,0.45153247781142275,,0.291702263399579
MGI:1351615,ADD3,NO,NO,NO,1490,1756,-1.542071,-1.711195,-1.190369,-0.2778641,0.4835716,-0.3570049,-0.050432466666666675,-1.4812116666666668,0.37093049887831353,,0.00978003510171521
MGI:1914172,RRAS2,NO,NO,NO,432,1534,-1.115391,-1.051766,-1.926279,2.328911,1.161296,2.194055,1.894754,-1.3644786666666668,0.10444152498785997,+,0.00216304050176053
MGI:1349216,ABCD3,NO,NO,NO,94,864,-1.539974,-1.039705,-1.265712,0.21698,-0.9292606,-0.2750172,-0.3290992666666666,-1.281797,0.5166654318095459,,0.0581379319578514
MGI:107738,DYNC1LI2,NO,NO,NO,407,1878,-1.6719,-1.036916,-1.625511,0.6930961,0.02018985,0.7521688,0.48848491666666666,-1.4447756666666667,0.261836733871162,+,0.00341918893067805
MGI:107926,ROCK2,NO,NO,NO,1734,34,-1.509949,-1.116961,-1.686647,-3.166764,-1.992033,-2.127725,-2.4288406666666664,-1.4378523333333335,1.9875461138569617,,0.0718101264699018
MGI:1921455,ACSL3,NO,NO,NO,983,977,-3.380345,-1.009752,-1.422251,-0.858289,-0.7441211,-0.04874953,-0.5503865433333334,-1.9374493333333334,0.3823424285293665,,0.147487966150904
MGI:1917619,BAG5,NO,NO,NO,276,1212,-1.483411,-0.6478179,-1.668248,-1.123653,0.192609,1.35039,0.139782,-1.2664923000000001,0.37728475205798656,,0.145971271847848
MGI:1859607,PRAF2,NO,NO,NO,862,390,-1.468987,-1.74913,-1.665097,0.5341392,0.4002539,-0.7635107,0.056960800000000034,-1.6277380000000001,0.31106785002569753,,0.0160224992244875
MGI:1920198,TPPP,NO,NO,NO,450,340,-1.595499,-0.9638306,-1.302741,1.159417,0.5129716,1.403913,1.0254338666666667,-1.2873568666666666,0.20127072713026006,+,0.00199962448624325
MGI:1351334,SYN3,NO,NO,NO,1655,1981,-1.436623,-1.352726,-1.595718,-0.9365128,-0.01638704,0.2115981,-0.24710058000000001,-1.461689,0.43089599070813117,,0.0274839283432877
MGI:1917770,GLIPR2,NO,NO,NO,245,1853,-0.3044414,-0.9574327,-2.346728,3.452407,3.10061,3.091602,3.2148730000000003,-1.2028673666666667,0.04678726260787955,+,0.00197485183427237
MGI:97837,QKI,NO,NO,NO,1874,701,-1.423554,-1.605639,-1.313325,-1.271401,-2.847149,-0.7293203,-1.6159567666666668,-1.447506,1.1238509927752087,,0.805650693249788
MGI:94921,DPP6,NO,NO,NO,1520,2378,-1.423036,-1.619736,-0.972672,-4.493946,-4.199672,-4.370939,-4.3548523333333335,-1.3384813333333334,8.091297117874479,+,0.000135661489985935
MGI:1353586,LMO7,NO,NO,NO,1931,2194,-1.627856,-0.9354315,-1.591123,-0.5843828,-0.7853035,-1.125293,-0.8316597666666667,-1.3848035,0.6815334002073847,,0.114421213167891
MGI:1914648,SRPR,NO,NO,NO,1431,363,-2,-0.9090898,-0.5855435,-1.991155,-3.150162,-4.247746,-3.129687666666667,-1.1648777666666665,3.903612640798903,,0.0653026225185095
MGI:2137681,SFXN5,NO,NO,NO,1150,1023,-1.110716,-0.9260656,-1.563157,-0.6511125,-1.89676,-1.723108,-1.4236601666666668,-1.1999795333333334,1.1677088725001097,,0.632735558327123
MGI:1309503,KCNQ2,NO,NO,NO,444,2076,-1.369268,-1.605258,-0.5348725,-1.838438,-0.1421672,-1.280235,-1.0869467333333334,-1.1697995,0.944188772823772,,0.896058316657915
MGI:107750,DYNC1I2,NO,NO,NO,1350,721,-1.363828,-1.129415,-0.6652753,-0.02494203,0.1608441,-0.05935089,0.025517059999999994,-1.0528394333333333,0.47356800107508945,,0.00757420378855289
MGI:1918685,ARHGAP21,NO,NO,NO,1216,2239,-1.346843,-1.624355,-1.207666,-2.028926,-1.195478,-1.115203,-1.4465356666666667,-1.3929546666666666,1.037837808915504,,0.873883134578457
MGI:1915615,RAB14,NO,NO,NO,1568,571,-1.243438,-1.557094,-1.533272,-1.055005,-2.241446,-1.764084,-1.686845,-1.4446013333333332,1.1828307597790708,,0.536928008874238
MGI:3583942,CHMP6,NO,NO,NO,1716,101,-0.7944226,-2.244586,-1.517557,-1.155777,-1.625721,-1.606088,-1.4625286666666666,-1.5188552,0.9617097608169375,,0.905567498466138
MGI:1330848,ATP8A1,NO,NO,NO,1010,146,-0.9363037,-1.122396,-1.507453,-0.1685226,-0.6099215,-0.2957935,-0.3580792,-1.1887175666666667,0.5622803883099452,,0.0176229045050618
MGI:1261820,CAND1,NO,NO,NO,1106,2398,-1.51281,-0.8292097,-1.020172,0.4539803,0.1302097,0.1131708,0.2324536,-1.1207305666666667,0.39142717745682676,+,0.00429665152566794
MGI:95288,EEF2,NO,NO,NO,1307,2003,-1.295035,-1.887841,-1.250363,-1.332571,-1.410344,-3.665057,-2.135990666666667,-1.4777463333333334,1.5781609347698289,,0.452627501269833
MGI:109137,RASGRF2,NO,NO,NO,771,37,-1.290307,-1.814367,-1.286445,-2.517636,-3.985955,-4.923912,-3.8091676666666667,-1.4637063333333333,5.082228824307384,,0.0313985491157529
MGI:1891731,STUB1,NO,NO,NO,805,2067,-1.285627,-1.349945,-1.295746,-0.6257098,-0.6474883,-0.8172947,-0.6968309333333335,-1.3104393333333333,0.6535600028701842,+,0.000652090754670764
MGI:2387329,OLFM3,NO,NO,NO,41,958,-2.423036,-0.8097242,0.2772322,-0.1803486,-1.617069,-0.5955291,-0.7976489000000001,-0.9851760000000002,0.8781095853678604,,0.843942081607855
MGI:105068,RAB7A,NO,NO,NO,539,1835,-1.245816,-2.185526,0.1392353,-0.6790912,-3.051343,-2.52954,-2.0866580666666668,-1.0973689,1.985206614503563,,0.372844176170788
MGI:1338801,CYFIP1,NO,NO,NO,2196,1560,-1.238967,-1.173789,-0.507533,-1.509004,-1.165703,-0.7291803,-1.1346291,-0.9734296666666666,1.1182164187768842,,0.645780136554845
MGI:95768,GNA13,NO,NO,NO,1551,313,-1.065077,-1.820601,-1.423643,-0.3881323,-0.1764503,-0.02631594,-0.19696618000000002,-1.4364403333333333,0.4235269990406854,,0.00688999072735408
MGI:3616088,OGDHL,NO,NO,NO,2191,1656,-0.2008211,-1.705299,-1.423007,-0.9988821,-0.3891144,-1.700851,-1.0296158333333334,-1.1097090333333333,0.9459965321295067,,0.899808284885159
MGI:1918552,ARHGAP26,NO,NO,NO,285,2120,-1.214012,-1.196008,-0.9183488,-1.710331,-1.089988,-2.727712,-1.8426770000000001,-1.1094562666666667,1.6623460438190094,,0.206537549433915
MGI:1891690,SYNCRIP,NO,NO,NO,1928,1810,-1.323795,-0.737466,-0.511708,-2.025195,-2.569301,-2.011013,-2.201836333333333,-0.8576563333333334,2.5388585167517257,,0.0114806181309551
MGI:108360,ENAH,NO,NO,NO,2212,2123,-2.15868,-0.3819962,-1.381422,-3.136472,-1.436841,-4.255785,-2.943032666666667,-1.3073660666666667,3.1073109073037064,,0.166160339883882
MGI:1859252,FMN2,NO,NO,NO,2241,480,-1.060267,-1.261106,-1.37708,-0.9427889,-0.7991877,-0.741403,-0.8277932,-1.2328176666666668,0.75522348483696,,0.0213033671231433
MGI:1100520,TWF1,NO,NO,NO,2328,1417,-1.176598,-1.681664,-1.038474,-1.686805,-1.176092,-2.277695,-1.7135306666666665,-1.2989119999999998,1.332946305989841,,0.329224070543152
MGI:107858,ARHGAP39,NO,NO,NO,2052,1670,-1.126893,-1.931882,-1.349456,-4.634402,-4.079834,-2.980769,-3.898335,-1.4694103333333333,5.384919084974085,,0.010974387165575
MGI:1922984,MFF,NO,NO,NO,790,1876,-0.4948594,-0.6501713,-1.505306,-0.4316594,-1.561492,-0.8251231,-0.9394248333333334,-0.8834455666666666,1.0395644952250693,,0.90830334844321
