Table S2.  Average Fst G. soja vs. Landraces and Fst Elite cultivars vs. Landraces in 100kbp windows along each chromosome,,,,
Chromosome,Start position,End position,Average Fst G. soja vs. Landraces,Average Fst Elite cultivars vs. Landraces
Gm10,1800001,1900000,0.16906,0.047475
Gm10,1900001,2000000,0.340823333333333,0.0982766666666667
Gm10,2000001,2100000,0.395885,0.1971375
Gm10,2100001,2200000,0.18312,0.04682
Gm10,2200001,2300000,0.23277,0.174235555555556
Gm10,2300001,2400000,0.248928888888889,0.15843
Gm10,2400001,2500000,0.169122,0.144013333333333
Gm10,2500001,2600000,0.366065,0.013125
Gm10,2600001,2700000,0.373501111111111,0.0434222222222222
Gm10,2700001,2800000,0.114445833333333,0.1615025
Gm10,2800001,2900000,0.235061538461538,0.177428461538462
Gm10,2900001,3000000,0.137871,0.095978
Gm10,3000001,3100000,0.0853525,0.0828
Gm10,3100001,3200000,0.365186,0.085545
Gm10,3200001,3300000,0.13945625,0.11836
Gm10,3300001,3400000,0.38104,0.051485
Gm10,3400001,3500000,0.123681428571429,0.135707142857143
Gm10,3500001,3600000,0.29757,0.21751
Gm10,3600001,3700000,0.21907,0.11264
Gm10,3700001,3800000,0.16795,0.03158
Gm10,3800001,3900000,0.2483875,0.1364845
Gm10,3900001,4000000,0.121076923076923,0.120793846153846
Gm10,4000001,4100000,0.109878333333333,0.130001111111111
Gm10,4100001,4200000,0.188135,0.117335
Gm10,4200001,4300000,0.193886666666667,0.0471266666666667
Gm10,4300001,4400000,0.29019,0.118974
Gm10,4400001,4500000,0.149965,0.16677
Gm10,4500001,4600000,0.0334058823529412,0.0744676470588235
Gm10,4600001,4700000,0.196561304347826,0.157936956521739
Gm10,4700001,4800000,0.173136666666667,0.108555333333333
Gm10,4800001,4900000,0.07128,0.03355125
Gm10,4900001,5000000,0.0639966666666667,0.0262383333333333
Gm10,5000001,5100000,0.140926666666667,0.102805833333333
Gm10,5100001,5200000,0.214654444444444,0.17366
Gm10,5200001,5300000,0.360466,0.047832
Gm10,5300001,5400000,0.1419025,0.0942358333333333
Gm10,5400001,5500000,0.242809375,0.0971325
Gm10,5500001,5600000,0.0888386666666667,0.153934
Gm10,5600001,5700000,0.4333975,0.0767525
Gm10,5700001,5800000,0.298376,0.140624
Gm10,5800001,5900000,0.349678571428571,0.142324285714286
Gm10,5900001,6000000,0.325002,0.154346
Gm10,6000001,6100000,0.37234,0.137488571428571
Gm10,6100001,6200000,0.52648375,0.17341875
Gm10,6200001,6300000,0.202497692307692,0.0826923076923077
Gm10,6300001,6400000,0.436647142857143,0.0231042857142857
Gm10,6400001,6500000,0.2103075,0.02952625
Gm10,6500001,6600000,0.3142475,0.04836125
Gm10,6600001,6700000,0.265175,0.0383116666666667
Gm10,6700001,6800000,0.0099,0.14394
Gm10,6800001,6900000,0.67563,0.111392
Gm10,6900001,7000000,0.61829,0.1085
Gm10,7000001,7100000,0.4523,0.080875
Gm10,7200001,7300000,0.2574675,0.18095375
Gm10,7300001,7400000,0.2745,0.249123333333333
Gm10,7400001,7500000,0.21944,0.1344
Gm10,7500001,7600000,0.41327,0.129184
Gm10,7600001,7700000,0.403045555555555,0.224432222222222
Gm10,7700001,7800000,0.0554633333333333,0.353136666666667
Gm10,7800001,7900000,0.12903,0.318188461538462
Gm10,7900001,8000000,0.27184,0.316505
Gm10,8000001,8100000,0.17056,0.282196
Gm10,8100001,8200000,0.31396,0.3184
Gm10,8200001,8300000,0.43175,0.31546
Gm10,8300001,8400000,0.09852,0.33691
Gm10,8400001,8500000,0.32339,0.326495
Gm10,8500001,8600000,0.58297,0.29535
Gm10,8600001,8700000,0.424046666666667,0.138051666666667
Gm10,8700001,8800000,0.10988,0.23445
Gm10,8800001,8900000,0.08966,0.20303
Gm10,8900001,9000000,0.05069125,0.26482125
Gm10,9000001,9100000,0.0981483333333333,0.209005
Gm10,9100001,9200000,0.00518,0.309938
Gm10,9200001,9300000,0.0704128571428571,0.309948571428571
Gm10,9300001,9400000,0.31166,0.39205
Gm10,9400001,9500000,0.14226,0.25705
Gm10,9500001,9600000,0.19099,0.35433
Gm10,9600001,9700000,0,0.11445
Gm10,9700001,9800000,0.11148,0.11241
Gm10,10000001,10100000,0.032885,0.28268
Gm10,10100001,10200000,0.04053,0.30091
Gm10,10200001,10300000,0.03424,0.37727
Gm10,10400001,10500000,0.10163,0.386685
Gm10,10500001,10600000,0,0.37362
Gm10,10700001,10800000,0,0.37619
Gm10,10800001,10900000,0,0.376135
Gm10,10900001,11000000,0.63417,0.38578
Gm10,11000001,11100000,0.03345,0.35655
Gm10,11100001,11200000,0.546985,0.23924
Gm10,11200001,11300000,0.11714,0.15323
Gm10,11300001,11400000,0.637213333333333,0.143703333333333
Gm10,11500001,11600000,0.609186666666667,0.144686666666667
Gm10,11600001,11700000,0.22988,0.15323
Gm10,11700001,11800000,0.53466,0.14635
Gm10,11800001,11900000,0.002595,0.04356
Gm10,11900001,12000000,0.4435,0.04617
Gm10,12000001,12100000,0.10026,0.056285
Gm10,12100001,12200000,0.23465,0.0360466666666667
Gm10,12200001,12300000,0.52015,0
Gm10,12300001,12400000,0.13931,0.0234
Gm10,12400001,12500000,0.15589,0.049185
Gm10,12500001,12600000,0.245305,0.00427
Gm10,12600001,12700000,0.27326,0.07859
Gm10,12800001,12900000,0.086195,0.00309
Gm10,12900001,13000000,0.402105,0
Gm10,13000001,13100000,0.178516666666667,0.00310333333333333
Gm10,13100001,13200000,0.302393333333333,0.03173
Gm10,13200001,13300000,0.60504,0
Gm10,13300001,13400000,0.609435,0.06137
Gm10,13400001,13500000,0.554195,0.007455
Gm10,13500001,13600000,0.627496666666667,0.00625333333333333
Gm10,13600001,13700000,0.55307,0.002025
Gm10,13700001,13800000,0.00014,0.07593
Gm10,14200001,14300000,0.02704,0
Gm10,14300001,14400000,0.02916,0
Gm10,14500001,14600000,0.0123766666666667,0
Gm10,14600001,14700000,0,0
Gm10,14700001,14800000,0.02916,0
Gm10,14800001,14900000,0.01458,0
Gm10,14900001,15000000,0.0326166666666667,0
Gm10,15000001,15100000,0,0
Gm10,15100001,15200000,0.0377,0
Gm10,15200001,15300000,0.02916,0
Gm10,15400001,15500000,0.0329,0
Gm10,15500001,15600000,0.245883333333333,0
Gm10,15600001,15700000,0,0
Gm10,15700001,15800000,0,0
Gm10,15800001,15900000,0.05227,0.21327
Gm10,16000001,16100000,0,0
Gm10,16200001,16300000,0.26376,0
Gm10,16300001,16400000,0.0517066666666667,0.0284
Gm10,16400001,16500000,0,0
Gm10,16500001,16600000,0.048925,0
Gm10,16600001,16700000,0,0
Gm10,16700001,16800000,0.02736,0
Gm10,16800001,16900000,0.01511,0.049975
Gm10,17000001,17100000,0.00612,0.05144
Gm10,17100001,17200000,0.04549,0.0514633333333333
Gm10,17200001,17300000,0.073,0.049035
Gm10,17300001,17400000,0.00498,0.05144
Gm10,17400001,17500000,0.08734,0.0490433333333333
Gm10,17500001,17600000,0.07739,0.04833
Gm10,17700001,17800000,0.189415,0.04526
Gm10,17800001,17900000,0.16987,0.04288
Gm10,18000001,18100000,0.261683333333333,0.0311766666666667
Gm10,18100001,18200000,0.08607,0.049095
Gm10,18200001,18300000,0.16737,0.04675
Gm10,18300001,18400000,0.0830066666666667,0.0426166666666667
Gm10,18400001,18500000,0.0382633333333333,0.0421033333333333
Gm10,18500001,18600000,0.2406,0
Gm10,18600001,18700000,0.18988,0.06195
Gm10,18700001,18800000,0.201973333333333,0.03038
Gm10,18800001,18900000,0,0.0449
Gm10,18900001,19000000,0,0
Gm10,19000001,19100000,0,0
Gm10,19100001,19200000,0.12132,0
Gm10,19200001,19300000,0.0549666666666667,0.01403
Gm10,19300001,19400000,0.00366,0.034005
Gm10,19400001,19500000,0.02434,0.055285
Gm10,19500001,19600000,0.006065,0.052845
Gm10,19600001,19700000,0.015,0.04675
Gm10,19700001,19800000,0.03199,0.04851
Gm10,19800001,19900000,0.00612,0.05144
Gm10,19900001,20000000,0.0135,0.04675
Gm10,20000001,20100000,0.403625,0.04109
Gm10,20100001,20200000,0.36811,0.03646
Gm10,20200001,20300000,0.4287,0
Gm10,20400001,20500000,0.38385,0.04077
Gm10,20800001,20900000,0.43435,0
Gm10,21000001,21100000,0.45115,0
Gm10,21100001,21200000,0.033405,0.049095
Gm10,21200001,21300000,0.176373333333333,0.03273
Gm10,21300001,21400000,0.144375,0.02572
Gm10,21400001,21500000,0.040895,0.125805
Gm10,21500001,21600000,0.318545,0.02572
Gm10,21800001,21900000,0.13784,0.02572
Gm10,21900001,22000000,0.25382,0
Gm10,22000001,22100000,0.0242433333333333,0.0492533333333333
Gm10,22200001,22300000,0.2712,0
Gm10,22300001,22400000,0.29585,0.02572
Gm10,22400001,22500000,0.25314,0
Gm10,22500001,22600000,0.11257,0.04957
Gm10,22600001,22700000,0,0.04945
Gm10,22700001,22800000,0.48157,0
Gm10,22900001,23000000,0.03881,0.05227
Gm10,23000001,23100000,0.32587,0.040445
Gm10,23100001,23200000,0.01514,0.05144
Gm10,23200001,23300000,0.027025,0.049095
Gm10,23300001,23400000,0.58896,0
Gm10,23400001,23500000,0.02969,0.05083
Gm10,23500001,23600000,0.02916,0.04675
Gm10,23600001,23700000,0.0915133333333333,0.0311766666666667
Gm10,23800001,23900000,0.47712,0
Gm10,23900001,24000000,0.333386666666667,0.0155833333333333
Gm10,24000001,24100000,0.115285,0.023375
Gm10,24200001,24300000,0.270675,0.020925
Gm10,24300001,24400000,0.52342,0.00496
Gm10,24500001,24600000,0.25744,0
Gm10,24700001,24800000,0,0.04675
Gm10,24800001,24900000,0.02863,0.049095
Gm10,24900001,25000000,0.0281,0.03747
Gm10,25200001,25300000,0.03434,0.05718
Gm10,25300001,25400000,0.05263,0.17863
Gm10,25600001,25700000,0.26962,0.00097
Gm10,25700001,25800000,0.47736,0
Gm10,25800001,25900000,0.00479,0.08153
Gm10,26000001,26100000,0.280255,0.031725
Gm10,26100001,26200000,0.333093333333333,0.05516
Gm10,26300001,26400000,0.0150633333333333,0.07479
Gm10,26400001,26500000,0.01192,0.04261
Gm10,26500001,26600000,0.460923333333333,0.0176766666666667
Gm10,26800001,26900000,0.00479,0.08153
Gm10,26900001,27000000,0.31616,0.03558
Gm10,27100001,27200000,0,0.08153
Gm10,27200001,27300000,0.26328,0.00466
Gm10,27300001,27400000,0.131115,0.01515
Gm10,27400001,27500000,0.238436666666667,0.0147166666666667
Gm10,27500001,27600000,0.07098,0.03646
Gm10,27600001,27700000,0.11868,0.0303
Gm10,27800001,27900000,0.24546,0.01755
Gm10,27900001,28000000,0.183943333333333,0.0287433333333333
Gm10,28100001,28200000,0.25448,0
Gm10,28300001,28400000,0,0
Gm10,28400001,28500000,0,0
Gm10,28600001,28700000,0.044075,0.106635
Gm10,28800001,28900000,0.315173333333333,0.132646666666667
Gm10,29000001,29100000,0.6941,0.1319
Gm10,29100001,29200000,0.401335,0.1319
Gm10,29200001,29300000,0.13181,0.14001
Gm10,29300001,29400000,0.236843333333333,0.132976666666667
Gm10,29400001,29500000,0.355615,0.130625
Gm10,29600001,29700000,0.65167,0.1319
Gm10,29700001,29800000,0.649483333333333,0.149736666666667
Gm10,29800001,29900000,0.07281,0.1506
Gm10,29900001,30000000,0.378835,0.170145
Gm10,30000001,30100000,0.683405,0.146605
Gm10,30100001,30200000,0.06826,0.13898
Gm10,30200001,30300000,0,0.14001
Gm10,30400001,30500000,0.17807,0.070005
Gm10,30600001,30700000,0.67291,0.13625
Gm10,30700001,30800000,0.28399,0.14001
Gm10,30800001,30900000,0.66963,0.14001
Gm10,30900001,31000000,0.00808,0.14001
Gm10,31200001,31300000,0.38446,0
Gm10,31300001,31400000,0.43808,0.02105
Gm10,31400001,31500000,0.53582,0
Gm10,31500001,31600000,0.52153,0.14001
Gm10,31800001,31900000,0.363675,0.06545
Gm10,31900001,32000000,0.635415,0.070005
Gm10,32100001,32200000,0.03259,0.10879
Gm10,32200001,32300000,0.60207,0.14001
Gm10,32300001,32400000,0,0.1319
Gm10,32400001,32500000,0,0.12847
Gm10,32500001,32600000,0.43424,0.05074
Gm10,32600001,32700000,0,0.12124
Gm10,32700001,32800000,0.0036,0.12747
Gm10,33000001,33100000,0,0.128965
Gm10,33200001,33300000,0.53111,0.05074
Gm10,33300001,33400000,0.50756,0.14734
Gm10,33400001,33500000,0.7302,0.12946
Gm10,33500001,33600000,0.650326666666667,0.12946
Gm10,33600001,33700000,0.73608,0.12946
Gm10,33700001,33800000,0.70872,0.15281
Gm10,33800001,33900000,0.3138,0.07368
Gm10,34200001,34300000,0.81053,0.15281
Gm10,34400001,34500000,0.24816,0.06848
Gm10,34600001,34700000,0.64553,0.07665
Gm10,34800001,34900000,0.65077,0.08571
Gm10,34900001,35000000,0.305045,0.077595
Gm10,35000001,35100000,0.03656,0.12946
Gm10,35100001,35200000,0.140025,0.3393
Gm10,35300001,35400000,0.13743,0.12946
Gm10,35400001,35500000,0.17242,0.22618
Gm10,35500001,35600000,0.41011,0.00253
Gm10,35700001,35800000,0.236915,0.00494
Gm10,36100001,36200000,0.271213333333333,0.07804
Gm10,36200001,36300000,0.177454,0.138632
Gm10,36300001,36400000,0.23234,0.230813333333333
Gm10,36400001,36500000,0.008292,0.21744
Gm10,36500001,36600000,0,0.21495
Gm10,36600001,36700000,0.180877333333333,0.058278
Gm10,36700001,36800000,0.129654090909091,0.0969927272727273
Gm10,36800001,36900000,0.38806,0.127944
Gm10,36900001,37000000,0.360595,0.141325
Gm10,37000001,37100000,0.420746842105263,0.131481052631579
Gm10,37100001,37200000,0.607558181818182,0.126335454545455
Gm10,37200001,37300000,0.57512,0
Gm10,37300001,37400000,0.6079325,0
Gm10,37400001,37500000,0.293286666666667,0.00208666666666667
Gm10,37500001,37600000,0.36591,0.00017
Gm10,37600001,37700000,0.534106666666667,0.0175433333333333
Gm10,37700001,37800000,0.382029,0.084694
Gm10,37800001,37900000,0,0
Gm10,37900001,38000000,0.346085,0.09988
Gm10,38000001,38100000,0.28514,0
Gm10,38100001,38200000,0.326946,0.001296
Gm10,38200001,38300000,0.3213,0.0136616666666667
Gm10,38300001,38400000,0.004405,0.054
Gm10,38400001,38500000,0.351243333333333,0.0964133333333333
Gm10,38500001,38600000,0.291601666666667,0.0279266666666667
Gm10,38600001,38700000,0.14506,0.261283076923077
Gm10,38700001,38800000,0.255952727272727,0.115970909090909
Gm10,38800001,38900000,0.207603043478261,0.252540434782609
Gm10,38900001,39000000,0.285976428571429,0.156366428571429
Gm10,39000001,39100000,0.219746666666667,0.0691466666666667
Gm10,39100001,39200000,0.308060769230769,0.00957
Gm10,39200001,39300000,0.44874,0
Gm10,39300001,39400000,0.255606666666667,0.204189333333333
Gm10,39400001,39500000,0.324544,0.219512
Gm10,39500001,39600000,0.305138333333333,0.15766
Gm10,39600001,39700000,0.14038,0.087704
Gm10,39700001,39800000,0.251685333333333,0.0581306666666667
Gm10,39800001,39900000,0.217633333333333,0.0653433333333333
Gm10,39900001,40000000,0.20931,0.0377192857142857
Gm10,40000001,40100000,0.144949,0.062306
Gm10,40100001,40200000,0.58848,0.041095
Gm10,40200001,40300000,0.16666125,0.00636375
Gm10,40300001,40400000,0.600323333333333,0.01262
Gm10,40400001,40500000,0.51481,0.04847
Gm10,40500001,40600000,0.531193333333333,0.0284966666666667
Gm10,40600001,40700000,0.346576666666667,0.0771183333333333
Gm10,40700001,40800000,0.33952,0.2159375
Gm10,40800001,40900000,0.2393625,0.15160375
Gm10,40900001,41000000,0.436403333333333,0.0868533333333333
Gm10,41000001,41100000,0,0.13012
Gm10,41100001,41200000,0.38947,0.096396
Gm10,41200001,41300000,0.59813,0.0973433333333333
Gm10,41300001,41400000,0.3457,0
Gm10,41400001,41500000,0.28366,0.03377875
Gm10,41500001,41600000,0.5371375,0.05034
Gm10,41600001,41700000,0.327225555555556,0.0428033333333333
Gm10,41700001,41800000,0.609885,0.052155
Gm10,41800001,41900000,0.88062,0
Gm10,41900001,42000000,0,0.51883
Gm10,42100001,42200000,0.68867,0
Gm10,42200001,42300000,0.49457125,0.243605
Gm10,42300001,42400000,0.215703333333333,0.235293333333333
Gm10,42400001,42500000,0.151531111111111,0.200778888888889
Gm10,42500001,42600000,0.30057,0.18489
Gm10,42600001,42700000,0.18834,0.25573
Gm10,42700001,42800000,0.46458,0.374855
Gm10,42800001,42900000,0.40223,0.220295
Gm10,42900001,43000000,0.164237,0.212672
Gm10,43000001,43100000,0.208106666666667,0.16141
Gm10,43100001,43200000,0.295135,0.0823
Gm10,43200001,43300000,0.247391428571429,0.0796142857142857
Gm10,43300001,43400000,0.351856666666667,0.0840933333333333
Gm10,43500001,43600000,0.69229,0.0687733333333333
Gm10,43600001,43700000,0.2744075,0.10947
Gm10,43700001,43800000,0.237153333333333,0.0292933333333333
Gm10,43800001,43900000,0.140071,0.186229
Gm10,43900001,44000000,0.1962525,0.2162075
Gm10,44000001,44100000,0.228465833333333,0.366149166666667
Gm10,44100001,44200000,0.19241,0.0881133333333333
Gm10,44200001,44300000,0.213563333333333,0.16635
Gm10,44300001,44400000,0.544895,0.077905
Gm10,44400001,44500000,0.0610677777777778,0.300886666666667
Gm10,44500001,44600000,0.125894444444444,0.0494722222222222
Gm10,44600001,44700000,0.323662,0.186556
Gm10,44700001,44800000,0.146956363636364,0.411909090909091
Gm10,44800001,44900000,0.45338,0.07921
Gm10,44900001,45000000,0.173685,0.020215
Gm10,45000001,45100000,0.88003,0.0684
Gm10,45100001,45200000,0.761363333333333,0.113486666666667
Gm10,45200001,45300000,0.31387,0.00528
Gm10,45300001,45400000,0.4936175,0
Gm10,45600001,45700000,0.36185,0.0399675
Gm10,45800001,45900000,0.304545,0.14834
Gm10,45900001,46000000,0.418705714285714,0.0953385714285715
Gm10,46000001,46100000,0.160526363636364,0.103958181818182
Gm10,46100001,46200000,0.116313333333333,0.0686926666666667
Gm10,46200001,46300000,0.07537,0.0023
Gm10,46300001,46400000,0.3228925,0
Gm10,46400001,46500000,0.44339,0.087108
Gm10,46500001,46600000,0.55839,0.25944
Gm10,46600001,46700000,0.347723333333333,0.231416666666667
Gm10,46700001,46800000,0.219615,0.249785
Gm10,46800001,46900000,0.23195,0.2004
Gm10,47000001,47100000,0.38622,0.085615
Gm10,47100001,47200000,0.087422,0.260478
Gm10,47200001,47300000,0.120078,0.136063
Gm10,47300001,47400000,0.453281428571429,0.230532857142857
Gm10,47400001,47500000,0.168507777777778,0.277257777777778
Gm10,47500001,47600000,0.10687,0.123978666666667
Gm10,47600001,47700000,0.02412,0.198515
Gm10,47700001,47800000,0.199666666666667,0.243958888888889
Gm10,47800001,47900000,0.18633375,0.06447875
Gm10,47900001,48000000,0.0993809090909091,0.0803354545454545
Gm10,48000001,48100000,0.09501,0.0754544444444444
Gm10,48100001,48200000,0.4038475,0.115195
Gm10,48200001,48300000,0.230394,0.052506
Gm10,48300001,48400000,0.132541666666667,0.029295
Gm10,48400001,48500000,0.0864623076923077,0.0614892307692308
Gm10,48500001,48600000,0.343425,0.20297
Gm10,48600001,48700000,0.2067525,0.0399225
Gm10,48700001,48800000,0.221363333333333,0.0525675
Gm10,48800001,48900000,0.251703636363636,0.0825354545454545
Gm10,48900001,49000000,0.0446733333333333,0.0503455555555556
Gm10,49000001,49100000,0.1649825,0.085413125
Gm10,49100001,49200000,0.426833333333333,0.0922966666666667
Gm10,49200001,49300000,0.414886666666667,0.16736
Gm10,49300001,49400000,0.3609275,0.09445
Gm10,49400001,49500000,0.41731,0.063564
Gm10,49500001,49600000,0.419313636363636,0.02373
Gm10,49600001,49700000,0.2045,0.0202675
Gm10,49700001,49800000,0.03758,0.000156666666666667
Gm10,49800001,49900000,0.472286666666667,0.00085
Gm10,49900001,50000000,0.1230975,0.0293425
Gm10,50000001,50100000,0.233787142857143,0.0955457142857143
Gm10,50100001,50200000,0.56177,0.030325
Gm10,50200001,50300000,0.228673333333333,0.04825
Gm10,50300001,50400000,0.49291,0.020885
Gm10,50400001,50500000,0.34731,0.018605
Gm10,50600001,50700000,0.87139,0
Gm10,50700001,50800000,0.1705,0.03218
Gm10,50800001,50900000,0.362276,0.045952
Gm10,50900001,51000000,0.43002,0.00894
Gm11,1,100000,0.15509,0.2892925
Gm11,100001,200000,0.299482222222222,0.163615555555556
Gm11,200001,300000,0.307196,0.115742
Gm11,400001,500000,0.087440625,0.3046825
Gm11,500001,600000,0.0974333333333333,0.346206666666667
Gm11,600001,700000,0.20325,0.27321
Gm11,700001,800000,0.482385,0.14776
Gm11,800001,900000,0.772386,0.115496
Gm11,900001,1000000,0.01136,0.17104
Gm11,1000001,1100000,0.36935,0.075012
Gm11,1100001,1200000,0.255522857142857,0.0842585714285714
Gm11,1200001,1300000,0.13969,0.163596
Gm11,1300001,1400000,0.15824333333333301,0.128425555555556
Gm11,1400001,1500000,0.4088,0.050555
Gm11,1500001,1600000,0.248988461538462,0.126210769230769
Gm11,1600001,1700000,0.152028333333333,0.129761666666667
Gm11,1700001,1800000,0.26878,0.01929
Gm11,1800001,1900000,0.313366666666667,0.0350433333333333
Gm11,1900001,2000000,0.25788,0.012405
Gm11,2000001,2100000,0.1820775,0.1340025
Gm11,2100001,2200000,0.022993,0.189386
Gm11,2200001,2300000,0.48959,0.0553
Gm11,2300001,2400000,0.516068,0.018956
Gm11,2500001,2600000,0.1540775,0.0166075
Gm11,2600001,2700000,0.317508181818182,0.159353636363636
Gm11,2700001,2800000,0.381093333333333,0.0298766666666667
Gm11,3000001,3100000,0.43682,0.08052
Gm11,3100001,3200000,0.28599,0.02149
Gm11,3200001,3300000,0.3338075,0.01900625
Gm11,3300001,3400000,0.388647142857143,0.111301428571429
Gm11,3400001,3500000,0.72473,0.1338075
Gm11,3500001,3600000,0.49696,0
Gm11,3600001,3700000,0.369806666666667,0.04294
Gm11,3700001,3800000,0.261483333333333,0.0532233333333333
Gm11,3800001,3900000,0.067265,0.14593
Gm11,3900001,4000000,0.484965,0.033365
Gm11,4000001,4100000,0.01864,0.01166
Gm11,4100001,4200000,0.218125833333333,0.006005
Gm11,4200001,4300000,0.466612222222222,0.0263422222222222
Gm11,4300001,4400000,0.271376666666667,0.0119877777777778
Gm11,4400001,4500000,0.118824285714286,0.0238642857142857
Gm11,4500001,4600000,0.07373,0.04330625
Gm11,4600001,4700000,0.098436,0.05963
Gm11,4700001,4800000,0.415741111111111,0.08054
Gm11,4800001,4900000,0.243677142857143,0.262735
Gm11,4900001,5000000,0.344834,0.12123
Gm11,5000001,5100000,0.45187625,0.07651125
Gm11,5100001,5200000,0.168291111111111,0.0226888888888889
Gm11,5200001,5300000,0.24019,0.0349425
Gm11,5300001,5400000,0.525878,0.049626
Gm11,5500001,5600000,0.295713333333333,0.0913
Gm11,5600001,5700000,0.299404,0.244726
Gm11,5700001,5800000,0.24844,0.16391625
Gm11,5800001,5900000,0.252835333333333,0.0648253333333333
Gm11,5900001,6000000,0.141322666666667,0.076884
Gm11,6000001,6100000,0.1825,0.079238
Gm11,6100001,6200000,0.157106,0.163142
Gm11,6200001,6300000,0.184123333333333,0.0631
Gm11,6300001,6400000,0.0270083333333333,0.188641666666667
Gm11,6400001,6500000,0.226336666666667,0.0325466666666667
Gm11,6500001,6600000,0.223653333333333,0.0685333333333333
Gm11,6600001,6700000,0.160734444444444,0.182125555555556
Gm11,6700001,6800000,0.370675,0.16315
Gm11,6800001,6900000,0.116054,0.145983
Gm11,6900001,7000000,0.00066,0.152803333333333
Gm11,7000001,7100000,0.458926666666667,0.02166
Gm11,7100001,7200000,0.312536666666667,0.0910466666666667
Gm11,7200001,7300000,0.39809,0.08454
Gm11,7300001,7400000,0.34433,0.0232836363636364
Gm11,7400001,7500000,0.40734,0.02412625
Gm11,7500001,7600000,0.07068,0
Gm11,7600001,7700000,0.15028,0
Gm11,7700001,7800000,0.110578,0.25642
Gm11,7800001,7900000,0.0970583333333333,0.105053333333333
Gm11,7900001,8000000,0.0916971428571429,0.0969657142857143
Gm11,8000001,8100000,0.196103684210526,0.0932994736842105
Gm11,8100001,8200000,0.373981428571429,0.0810228571428571
Gm11,8200001,8300000,0.146095714285714,0.115915714285714
Gm11,8300001,8400000,0.276754,0.034004
Gm11,8400001,8500000,0.08197,0.28593
Gm11,8500001,8600000,0.341096666666667,0.149113333333333
Gm11,8600001,8700000,0.4704225,0.086195
Gm11,8700001,8800000,0.73958,0.13103
Gm11,8800001,8900000,0.46921,0.20501
Gm11,8900001,9000000,0.23417,0.0574125
Gm11,9000001,9100000,0.42043,0.121913333333333
Gm11,9100001,9200000,0.6987275,0.017165
Gm11,9300001,9400000,0.19499625,0.1404475
Gm11,9400001,9500000,0.42046,0.028038
Gm11,9600001,9700000,0.43348,0.0051
Gm11,9700001,9800000,0.32726,0
Gm11,9800001,9900000,0.13966,0.03161
Gm11,9900001,10000000,0.3705175,0.08372
Gm11,10000001,10100000,0.878875,0.029375
Gm11,10100001,10200000,0.208093333333333,0.06891
Gm11,10200001,10300000,0.656396666666667,0.0543466666666667
Gm11,10300001,10400000,0.225925,0
Gm11,10400001,10500000,0.392555,0.04785
Gm11,10500001,10600000,0.409933333333333,0.00496666666666667
Gm11,10700001,10800000,0.37172,0.072968
Gm11,10800001,10900000,0.30498625,0.07952125
Gm11,10900001,11000000,0.38543,0.1686825
Gm11,11000001,11100000,0.4143975,0.01337
Gm11,11100001,11200000,0.093162,0.194962
Gm11,11200001,11300000,0.08824125,0.20846625
Gm11,11300001,11400000,0.197434,0.217236
Gm11,11400001,11500000,0.422844,0.111948
Gm11,11500001,11600000,0.43991,0.29255
Gm11,11600001,11700000,0.435665,0.11992
Gm11,11700001,11800000,0.112193333333333,0.16048125
Gm11,11800001,11900000,0.148152142857143,0.150898571428571
Gm11,11900001,12000000,0.283684,0.149764
Gm11,12000001,12100000,0.234263333333333,0.0406166666666667
Gm11,12100001,12200000,0.47818,0.0484025
Gm11,12200001,12300000,0.57983,0.149456666666667
Gm11,12300001,12400000,0.359876,0.070226
Gm11,12400001,12500000,0.522965,0.1243425
Gm11,12500001,12600000,0.63424,0.15079
Gm11,12700001,12800000,0.14823,0.070495
Gm11,12900001,13000000,0.64243,0.14434
Gm11,13000001,13100000,0.612675,0.086065
Gm11,13300001,13400000,0.364125,0.04799
Gm11,13500001,13600000,0.63424,0.15079
Gm11,13600001,13700000,0.63171,0.15079
Gm11,13900001,14000000,0.43546,0.077275
Gm11,14000001,14100000,0.65335,0.13393
Gm11,14100001,14200000,0.55534,0.12015
Gm11,14200001,14300000,0.1712175,0.0994125
Gm11,14300001,14400000,0.281318181818182,0.126979090909091
Gm11,14400001,14500000,0.196671666666667,0.158438333333333
Gm11,14500001,14600000,0.202515,0.103835
Gm11,14600001,14700000,0.442313333333333,0.120713333333333
Gm11,14700001,14800000,0.096645,0.1488025
Gm11,14800001,14900000,0.184738333333333,0.283446666666667
Gm11,14900001,15000000,0.16654,0.2133675
Gm11,15000001,15100000,0.198668333333333,0.311396666666667
Gm11,15100001,15200000,0.1517288,0.3489144
Gm11,15200001,15300000,0.216293571428571,0.377855
Gm11,15300001,15400000,0.405733076923077,0.282710769230769
Gm11,15400001,15500000,0.128104,0.293484
Gm11,15500001,15600000,0.13734375,0.1884275
Gm11,15600001,15700000,0.0930446153846154,0.183546153846154
Gm11,15700001,15800000,0.203344,0.144102
Gm11,15900001,16000000,0.36093,0.0932633333333333
Gm11,16000001,16100000,0.23766,0.294018
Gm11,16100001,16200000,0.379858333333333,0.180406666666667
Gm11,16200001,16300000,0.2741775,0.278175
Gm11,16300001,16400000,0.094575,0.1290475
Gm11,16400001,16500000,0.180394736842105,0.326892105263158
Gm11,16500001,16600000,0.119005,0.18017
Gm11,16600001,16700000,0.689228,0.012652
Gm11,16700001,16800000,0.82375,0.02105
