,,,,,,
,,,,,,
Table supplementary S4. Genes expressed differently in cell lines compared with normal cervical epitheliuma,,,,,,
GEN SYMBOL,GENE ID,CHROMOSOME,CYTOBAND,GENE START,Score(d),Fold Changeb
FEN1,2237,11,11q12.2,61316726,7.7534606765738,3.72551765556812
FADS1,3992,11,11q12.2,61323679,12.6025183463297,4.34692870350538
FADS3,3995,11,11q12.2,61397574,8.3849169883316,3.18027781837125
INCENP,3619,11,11q12.3,61648021,7.20585916241852,2.43752136914423
AHNAK,79026,11,11q12.3,61957592,-11.7878482987511,0.413828334341718
B3GAT3,26229,11,11q12.3,62139344,6.05000715843053,2.32826523152025
GANAB,23193,11,11q12.3,62148874,6.94401283477076,2.09819544028704
TAF6L,10629,11,11q12.3,62295451,7.27591472025079,1.69221299269751
WDR74,54663,11,11q12.3,62356960,8.18097428041552,2.87527248277418
SLC3A2,6520,11,11q12.3,62380094,13.1637977470817,4.71684393202023
SLC22A8,9376,11,11q12.3,62516872,6.81151951013764,1.69685115156389
LOC144097,144097,11,11q13.1,63337499,6.29508172295909,2.13400289500249
OTUB1,55611,11,11q13.1,63509901,6.35046848384151,1.62045014292874
STIP1,10963,11,11q13.1,63710163,9.32807092361265,2.47064883242372
FERMT3,83706,11,11q13.1,63730782,-7.34903576359797,0.500647500669695
PPP1R14B,26472,11,11q13.1,63768527,5.94386403388724,2.84883691119305
PLCB3,5331,11,11q13.1,63775698,6.07484094031059,1.92656716561985
EHD1,10938,11,11q13.1,64376784,6.82589422223732,2.02551466916145
ARL2,402,11,11q13.1,64538162,6.75642900988946,2.24674527280581
SNX15,29907,11,11q13.1,64551486,6.75642900988946,2.24674527280581
CDCA5,113130,11,11q13.1,64601503,14.0424935507467,6.81060596860177
ZNHIT2,741,11,11q13.1,64640451,5.66730048616921,1.8432089579004
MRPL49,740,11,11q13.1,64646304,5.84894368490828,1.92388955879609
POLA2,23649,11,11q13.1,64786006,5.74435295367434,2.63977530365342
CDC42EP2,10435,11,11q13.1,64838907,6.38771994103574,1.91705146323641
LTBP3,4054,11,11q13.1,65062850,-5.4818396015979,0.455974536803367
HTATIP,10524,11,11q13.1,65236065,5.30543115912461,1.86978062905153
RNASEH2C,84153,11,11q13.1,65241720,5.30543115912461,1.86978062905153
DKFZp761E198,91056,11,11q13.1,65299949,5.37529027762645,1.71768661906118
CFL1,1072,11,11q13.1,65378858,6.00585781506811,1.95452887734602
EFEMP2,30008,11,11q13.1,65390488,-10.1013403740588,0.312737598990378
SART1,9092,11,11q13.1,65485736,6.32287281078712,2.29256088674728
SF3B2,10992,11,11q13.1,65576392,6.30143826549911,1.80792842922614
KLC2,64837,11,11q13.1,65781824,7.06822114738158,2.2117472561353
CD248,57124,11,11q13.1,65838534,-9.49514139059688,0.237321909328543
ACTN3,89,11,11q13.1,66070967,5.12080811683277,1.63558490132572
RBM14,10432,11,11q13.1,66140673,7.45311885454764,2.44402255613724
RBM4,5936,11,11q13.1,66162714,7.45311885454764,2.44402255613724
PC,5091,11,11q13.1,66372573,5.24900580114026,3.63450418485938
LRFN4,78999,11,11q13.1,66381549,6.4864631266759,2.62321207903782
FLJ22675,254439,11,11q13.1,66499330,5.28633349334288,1.9764309458682
SYT12,91683,11,11q13.1,66547467,6.08422576872134,2.46815925103892
CLCF1,23529,11,11q13.1,66888215,5.58521745151305,1.58840528554621
PPP1CA,5499,11,11q13.1,66922228,5.38986863215966,2.03973813715207
PITPNM1,9600,11,11q13.1,67015815,9.44010256090031,2.39816631872496
ALDH3B2,222,11,11q13.2,67186209,-7.11290361649334,0.449324281799572
LOC645332,645332,11,11q13.2,67315816,5.31510131072478,1.62341635158531
NDUFS8,4728,11,11q13.2,67554685,6.92576848643832,2.43359267656809
IGHMBP2,3508,11,11q13.2,68427895,7.61306787482043,1.6091940030971
TMEM16A,55107,11,11q13.3,69602294,-8.54243430890824,0.315796528408332
DHCR7,1717,11,11q13.4,70823105,9.6928542374011,4.13224926627116
OR7E87P,8586,11,11q13.4,70982352,-6.51286930300517,0.5306170725532
LRRC51,220074,11,11q13.4,71469553,5.12036295156774,2.51400389216814
C11orf51,25906,11,11q13.4,71498281,5.12036295156774,2.51400389216814
FOLR2,2350,11,11q13.4,71605488,-7.31724696835265,0.442045587893442
CLPB,81570,11,11q13.4,71681117,6.0129340330066,2.78697117939764
RELT,84957,11,11q13.4,72765053,5.79285000408039,1.68610508059685
MRPL48,51642,11,11q13.4,73176009,6.87253881544305,1.97028541514861
C2CD3,26005,11,11q13.4,73423128,6.30795280528171,2.51396021200822
SPCS2,9789,11,11q13.4,74337981,-6.09064751371224,0.527651041510136
SLCO2B1,11309,11,11q13.4,74539811,-11.9660333624426,0.41176706127181
FLJ33790,283212,11,11q13.4,74811086,5.42834894370401,1.72670066045293
LRRC32,2615,11,11q13.5,76046222,-6.32954037511106,0.516528150822875
ODZ4,26011,11,11q14.1,78041976,-7.13534747358068,0.576078285435101
C11orf82,220042,11,11q14.1,82290417,8.37044127189409,2.94290495644816
FZD4,8322,11,11q14.2,86334369,-6.54357673055783,0.428494235168681
NOX4,50507,11,11q14.3,88699160,-6.18052911333339,0.399778797945973
NAALAD2,10003,11,11q14.3,89507530,-9.4840689983382,0.32937132540114
MTNR1B,4544,11,11q21,92342437,6.28296240034123,1.66243513437202
SESN3,143686,11,11q21,94545781,-10.3174333439003,0.0897701479719033
LOC100131541,100131541,11,11q21,95627221,-8.52478740641799,0.253263035759067
PGR,5241,11,11q22.1,100414313,-14.225977298819,0.0721363423257675
TRPC6,7225,11,11q22.1,100827584,-8.05217399617926,0.223272163623425
DCUN1D5,84259,11,11q22.3,102438031,7.55711204773671,3.09179714616159
PDGFD,80310,11,11q22.3,103283124,-13.8731179480208,0.0932605856728329
CASP1,834,11,11q22.3,104401445,-6.0887430396988,0.323362353748967
KBTBD3,143879,11,11q22.3,105427035,-6.03833771278877,0.527488751135867
EXPH5,23086,11,11q22.3,107884886,-6.59327842787525,0.348584042746595
ARHGAP20,57569,11,11q22.3,109952976,-7.71253127326745,0.41873748179069
LAYN,143903,11,11q23.1,110916443,-7.5181303402295,0.385872178322858
LOC100132686,100132686,11,11q23.1,111636197,-5.95894793342964,0.530887949664697
ZBTB16,7704,11,11q23.2,113435641,-8.03546773705153,0.412322472900526
ZNF259,8882,11,11q23.3,116154486,5.52875996815655,1.87229865784659
TAGLN,6876,11,11q23.3,116575250,-13.2985599216822,0.115713921490537
PCSK7,9159,11,11q23.3,116580998,-13.2985599216822,0.115713921490537
FXYD6,53826,11,11q23.3,117212903,-8.79170300011595,0.418276388706265
IL10RA,3587,11,11q23.3,117362319,-8.2877126923676,0.29026798546893
AMICA1,120425,11,11q23.3,117569652,-8.64443347498669,0.205989401687641
MPZL2,10205,11,11q23.3,117629344,-6.83734360622745,0.232361040434364
CD3E,916,11,11q23.3,117680662,-5.47435924175572,0.40386915835817
CD3G,917,11,11q23.3,117720311,-6.04165336944913,0.294405058786048
HMBS,3145,11,11q23.3,118460797,5.52966345448687,3.09270612022298
H2AFX,3014,11,11q23.3,118469794,7.24067503163837,2.57453589240113
MCAM,4162,11,11q23.3,118684444,6.05970958629371,3.8989087311231
RNF26,79102,11,11q23.3,118710447,6.11543888432333,2.07210060397566
THY1,7070,11,11q23.3,118794098,-9.55340530614428,0.189128117264214
SORL1,6653,11,11q24.1,120828130,-6.09021073839771,0.160481416469273
CHEK1,1111,11,11q24.2,125001547,6.52286494256502,3.94834763006506
FLI1,2313,11,11q24.3,128069199,-11.7442355981427,0.20760046064351
RICS,9743,11,11q24.3,128343052,-8.85898520105153,0.34684075051106
TMEM45B,120224,11,11q24.3,129190951,-5.75835929086272,0.166776374128558
JAM3,83700,11,11q25,133444030,-17.8701248159941,0.241102956991355
NCAPD3,23310,11,11q25,133527547,7.74898936707307,3.27346374374034
B4GALNT3,283358,12,12p13.33,439804,-6.36343435583037,0.557998784041477
CACNA1C,775,12,12p13.33,2032725,-10.2242798472357,0.42247584608276
FOXM1,2305,12,12p13.33,2837110,11.1119270450501,12.4433869283684
TEAD4,7004,12,12p13.33,2938757,6.23185408038074,3.15953982360231
PARP11,57097,12,12p13.32,3788288,-10.2084503412795,0.288259391472364
CCND2,894,12,12p13.32,4253199,-8.2953674438362,0.0927479882805352
RAD51AP1,10635,12,12p13.32,4518317,5.14464532174765,3.06953825510084
VWF,7450,12,12p13.31,5928301,-15.8980340077535,0.153775749918673
SCNN1A,6337,12,12p13.31,6326274,-8.12858450135252,0.160294552228836
NCAPD2,9918,12,12p13.31,6473561,10.5157253565651,4.05971715477385
GAPDH,2597,12,12p13.31,6513918,7.05314846786135,1.90756867906196
NOL1,4839,12,12p13.31,6536298,5.21349121779735,3.52307323954525
ZNF384,171017,12,12p13.31,6645904,7.1808617923326,1.82653166752397
CD4,920,12,12p13.31,6768912,-9.87134994163366,0.321472028147339
CDCA3,83461,12,12p13.31,6828253,6.34532044851686,4.32771156779032
LOC283345,283345,12,12p13.31,6863440,6.33342871302264,1.88014485320903
C1R,715,12,12p13.31,7057768,-7.18329402814068,0.257602654783287
CD163,9332,12,12p13.31,7514676,-12.316348181902,0.127204082928746
C3AR1,719,12,12p13.31,8102186,-11.0723302922202,0.215690421744524
CLEC4A,50856,12,12p13.31,8167495,-5.63714694765555,0.477109554661518
A2ML1,144568,12,12p13.31,8866417,-7.75146675217561,0.0401940166807256
A2M,2,12,12p13.31,9111571,-36.2052669123737,0.0236383871962748
CLEC2D,29121,12,12p13.31,9713576,-8.50572727889482,0.214351254639548
CD69,969,12,12p13.31,9796349,-10.366354322816,0.0938883512266821
CLEC2B,9976,12,12p13.31,9896235,-15.3390618138007,0.155169385404869
CLEC1A,51267,12,12p13.2,10114347,-7.56133148926129,0.347113312109505
CLEC7A,64581,12,12p13.2,10160643,-6.49389661162306,0.435159143886752
KLRK1,22914,12,12p13.2,10416219,-5.81316509525992,0.187834362130167
KLRC4,8302,12,12p13.2,10451250,-5.81316509525992,0.187834362130167
GPRC5A,9052,12,12p13.1,12935223,8.40660859190102,6.34839699732076
HEBP1,50865,12,12p13.1,13019065,5.15861125091418,1.70367354661457
FLJ22662,79887,12,12p13.1,14547864,-5.5105424461863,0.122691256908116
MGP,4256,12,12p12.3,14926094,-10.3479655651017,0.0259675377391778
ARHGDIB,397,12,12p12.3,14986217,-5.68758508185944,0.148042859948535
EPS8,2059,12,12p12.3,15664342,-7.77219181078533,0.169698001920621
MGST1,4257,12,12p12.3,16391343,9.1136858266008,3.75667979130384
LMO3,55885,12,12p12.3,16592574,-7.52800752309737,0.275777689077101
RERGL,79785,12,12p12.3,18125070,-5.4528859530349,0.628795987550463
PLEKHA5,54477,12,12p12.3,19173995,-8.24095862045803,0.243607895861947
KCNJ8,3764,12,12p12.1,21809156,-6.7466219954636,0.483588592058493
ABCC9,10060,12,12p12.1,21841590,-15.0939886866467,0.125165390264545
ST8SIA1,6489,12,12p12.1,22245200,-7.3809887637361,0.442200537332202
SOX5,6660,12,12p12.1,23576498,-16.5934483053597,0.2057147197201
LRMP,4033,12,12p12.1,25096508,-5.71999549613883,0.369268592427894
BHLHB3,79365,12,12p12.1,26164226,-5.49663339175484,0.221843512093521
SSPN,8082,12,12p12.1,26239789,-10.7325219990548,0.202344384491503
MLSTD1,55711,12,12p11.22,29267865,-8.39025824307764,0.418390142572778
FAM60A,58516,12,12p11.21,31324785,6.48180313122547,2.48704722110771
MGC50559,254013,12,12p11.21,31703388,-6.97079756449579,0.43091710849709
AMN1,196394,12,12p11.21,31715338,-6.97079756449579,0.43091710849709
C12orf35,55196,12,12p11.21,32003620,-10.2253392974253,0.109487098462458
FGD4,121512,12,12p11.21,32546361,-5.98406372095045,0.406791770917555
ABCD2,225,12,12q12,38232813,-10.2893660584249,0.155418218322815
SLC2A13,114134,12,12q12,38435090,-6.28856377621373,0.346607845777091
LRRK2,120892,12,12q12,38905081,-15.5058724675202,0.110538066158365
CNTN1,1272,12,12q12,39372625,-12.6136715126184,0.122401943178181
PRICKLE1,144165,12,12q12,41139341,-12.596494345581,0.217115866766554
NELL2,4753,12,12q12,43188332,-10.9447031422496,0.137166224398669
RACGAP1P,83956,12,12q12,43742568,9.92571896346527,3.03074313282777
FLJ20489,55652,12,12q13.11,46453258,5.12397190691831,1.67593635972446
TMEM106C,79022,12,12q13.11,46644259,6.4263981305365,3.18434242583166
TUBA1A,7846,12,12q13.12,47864849,-5.44241365043839,0.35297515223273
TROAP,10024,12,12q13.12,48003238,6.70426955375525,3.22773954120563
RACGAP1,29127,12,12q13.13,48669212,8.53085732752522,3.93509714032931
SMARCD1,6602,12,12q13.13,48765250,6.52531853277969,2.13170086003529
BIN2,51411,12,12q13.13,49961089,-7.19366558462093,0.42179100966287
SCN8A,6334,12,12q13.13,50271287,6.51530845460735,2.5789445726228
ACVRL1,94,12,12q13.13,50587469,-9.14133262638362,0.395419342667903
C12orf44,60673,12,12q13.13,50750025,6.03076317028357,2.357297483005
KRT7,3855,12,12q13.13,50913221,6.82211661377264,7.98084202232547
KRT6B,3854,12,12q13.13,51126702,-10.27955608034616,0.0314103997674227
KRT6C,286887,12,12q13.13,51148567,-10.9483369203654,0.037748097635471
KRT6A,3853,12,12q13.13,51167225,-11.3031610135856,0.029130782408701848
KRT1,3848,12,12q13.13,51354787,-5.40249282764824,0.0815518595151755
KRT4,3851,12,12q13.13,51486600,-6.56798649636521,0.0464975705793146
KRT8,3856,12,12q13.13,51577238,6.15063825875907,4.63185107070373
KRT18,3875,12,12q13.13,51628922,7.42804586417178,3.08789536442648
ITGB7,3695,12,12q13.13,51871374,-8.78229856508793,0.495605825306789
MAP3K12,7786,12,12q13.13,52160547,-5.56426367219562,0.566238231719571
NPFF,8620,12,12q13.13,52186741,-6.1646447893974,0.494504532662695
CALCOCO1,57658,12,12q13.13,52391169,-5.99120877408735,0.493083677038097
HOXC13,3229,12,12q13.13,52618843,11.6981081806146,3.82760158270776
HOXC10,3226,12,12q13.13,52665213,5.65241928650839,4.4789439119341
HOXC9,3225,12,12q13.13,52680144,7.64194003037101,2.33579368486084
HOXC8,3224,12,12q13.13,52689157,5.6532778584363,1.67628414188739
HOXC5,3222,12,12q13.13,52696909,5.15191167375674,1.53360339229847
ITGA5,3678,12,12q13.13,53075312,7.31581166735123,2.16589769554086
NCKAP1L,3071,12,12q13.2,53177762,-12.495913504835,0.156323092324849
LOC440104,440104,12,12q13.2,54509658,-6.5854809613319,0.494070423657536
MMP19,4327,12,12q13.2,54515481,-6.051346185422065,0.484933473208
CDK2,1017,12,12q13.2,54646826,11.2159714972464,4.6499233989078
RPL41,6171,12,12q13.2,54796641,-9.99881230471185,0.473866977906717
COQ10A,93058,12,12q13.2,54946909,5.47021222439775,1.91436456783081
STAT2,6773,12,12q13.2,55021648,-6.22827890071008,0.506862973419781
TIMELESS,8914,12,12q13.2,55097174,9.1724818259646,4.68157623149174
PRIM1,5557,12,12q13.3,55411631,5.97460463527952,2.53350615417158
LRP1,4035,12,12q13.3,55808549,-13.853592105964,0.281015189130693
SHMT2,6472,12,12q13.3,55909819,5.60297681444286,3.06378165125242
MARS,4141,12,12q13.3,56168118,6.49974959223086,2.11120869862963
DCTN2,10540,12,12q13.3,56210361,7.11716074472927,1.84353085983488
GEFT,115557,12,12q13.3,56291485,-6.70754205001671,0.402832466147674
SLC26A10,65012,12,12q14.1,56299960,-6.70754205001671,0.402832466147674
CYP27B1,1594,12,12q14.1,56442384,6.81901242585171,2.39131563427623
LRIG3,121227,12,12q14.1,57552204,-9.55959226143068,0.354028190822848
FAM19A2,338811,12,12q14.1,60388307,-6.88250954937363,0.374952301323826
AVPR1A,552,12,12q14.2,61826483,-7.1503726937507,0.404415584805394
TMBIM4,51643,12,12q14.3,64816984,-6.96013089914928,0.285636918928387
LOC100133322,100133322,12,12q14.3,64823241,-6.96013089914928,0.285636918928387
IRAK3,11213,12,12q14.3,64869284,-8.45707899660617,0.109830541685878
LYZ,4069,12,12q15,68028431,-21.6013047883945,0.0268980180455305
PTPRB,5787,12,12q15,69196897,-6.81184513511507,0.359704056228981
LOC283392,283392,12,12q21.1,70942594,-14.0839697036197,0.157535338831574
TRHDE,29953,12,12q21.1,70952730,-14.0839697036197,0.157535338831574
CAPS2,84698,12,12q21.1,73957276,-6.96489282817447,0.566720632841131
GLIPR1,11010,12,12q21.2,74160780,-6.76609422978106,0.141041456502014
KRR1,11103,12,12q21.2,74177686,-6.76609422978106,0.141041456502014
E2F7,144455,12,12q21.2,75939157,9.03533004376984,4.6082249707597
ACSS3,79611,12,12q21.31,79995940,-18.660404875117,0.0933935622554078
PPFIA2,8499,12,12q21.31,80177487,-8.00103904009093,0.438085645927985
C12orf26,84190,12,12q21.31,81276455,-6.90385266368578,0.329725152555321
TMTC2,160335,12,12q21.31,81605065,-6.37330572950839,0.351440517327438
DCN,1634,12,12q21.33,90063166,-6.36265456396971,0.0210317955558894
PLXNC1,10154,12,12q22,93066630,-13.0816130252414,0.197262860790923
SLC25A3,5250,12,12q23.1,97511534,7.98555019176652,1.64416136704561
GAS2L3,283431,12,12q23.1,99491620,7.47895036458783,3.7689092742972
TMEM16D,121601,12,12q23.1,99712716,-6.88211207906172,0.194268837082155
IGF1,3479,12,12q23.2,101313806,-12.0993311995612,0.0747485497991865
HCFC2,29915,12,12q23.3,102982457,-6.04410562311732,0.318816672779176
TXNRD1,7296,12,12q23.3,103133689,9.49780439614872,4.35778911813707
ALDH1L2,160428,12,12q23.3,103942332,-11.2012394936385,0.220301402279313
APPL2,55198,12,12q23.3,104091205,-6.03608161171734,0.553701959799015
BTBD11,121551,12,12q23.3,106236327,-11.3402702026705,0.255490053786823
CMKLR1,1240,12,12q23.3,107209477,-7.4437452527233,0.500383497819855
TMEM119,338773,12,12q24.11,107507756,-6.03224175954144,0.533839230063914
UNG,7374,12,12q24.11,108019798,5.48090105485783,2.25906889074358
ACACB,32,12,12q24.11,108061585,-6.22163159545037,0.402531195738475
ATPBD1C,51184,12,12q24.11,109374674,5.0791256780547,1.91305871087777
C12orf24,29902,12,12q24.11,109390615,5.0791256780547,1.91305871087777
HVCN1,84329,12,12q24.11,109570874,-7.00347641780816,0.519012863253375
C12orf51,283450,12,12q24.13,111082494,-6.94247264833384,0.453918947813471
MED13L,23389,12,12q24.21,114880764,-5.62124821441802,0.404875256840012
TMEM118,84900,12,12q24.22,115660479,11.043193502271,2.71442815617097
RFC5,5985,12,12q24.23,116938893,8.95666746626502,2.7117986257474
NME2P1,283458,12,12q24.31,119204323,5.83592197297008,2.56918904512273
GATC,283459,12,12q24.31,119368667,5.67241637349177,1.83993971800534
P2RX7,5027,12,12q24.31,120055061,-8.65924896371921,0.412917513848273
ORAI1,84876,12,12q24.31,120548858,6.50918778817112,2.13990143966536
RHOF,54509,12,12q24.31,120700043,10.8539269332882,5.19743123910928
B3GNT4,79369,12,12q24.31,121254181,5.55675132684753,1.54085451356634
GPR109B,8843,12,12q24.31,121765256,-5.8448315157406,0.351746896602412
ABCB9,23457,12,12q24.31,121979492,6.46879084487684,1.85461644171704
SCARB1,949,12,12q24.31,123828127,5.5018082731097,3.45891161683993
TMEM132C,92293,12,12q24.32,127556582,-5.51465344669209,0.381127892643259
GPR133,283383,12,12q24.33,130004790,-5.61060845494597,0.385693369566125
SNORA49,677829,12,12q24.33,131081722,-7.74271728396829,0.215044737744047
NOC4L,79050,12,12q24.33,131194946,5.08507625937047,2.49776725305259
POLE,5426,12,12q24.33,131710421,6.3985071904952,2.64114928703308
PXMP2,5827,12,12q24.33,131774265,5.723770247382915,1.9836198504381448
PGAM5,192111,12,12q24.33,131797509,6.32408486080376,1.97649700175797
KIAA0692,23141,12,12q24.33,131812327,6.63859372564751,1.84407591709723
GJB2,2706,13,13q12.11,19659605,-6.30455343878092,0.0832580050144474
GJB6,10804,13,13q12.11,19694101,-7.54094057871926,0.0465871380884688
IFT88,8100,13,13q12.11,20039208,-5.38493115404791,0.344145917283555
LATS2,26524,13,13q12.11,20445175,6.19163443021696,1.64428025539648
C13orf3,221150,13,13q12.11,20625734,5.38744201800845,3.42354493894718
MRP63,78988,13,13q12.11,20648372,5.38744201800845,3.42354493894718
FGF9,2254,13,13q12.11,21143875,-5.93521018425145,0.258267957082865
PAN3,255967,13,13q12.2,27646417,-6.22022531651458,0.34898022256439
FLT1,2321,13,13q12.2,27774389,-16.7567312902282,0.192521768124345
SLC46A3,283537,13,13q12.3,28172217,-9.09982573736062,0.13454677505942
UBL3,5412,13,13q12.3,29236542,-5.40701964558205,0.415382180774711
KATNAL1,84056,13,13q12.3,29674767,-7.03860937897533,0.391585893687778
ALOX5AP,241,13,13q12.3,30207669,-12.5732869182572,0.310263799536501
CG018,90634,13,13q13.1,31872860,-6.36952323496474,0.410785401361273
PFAAP5,10443,13,13q13.1,31904930,-7.62634444763721,0.204215727471516
KL,9365,13,13q13.1,32488571,-6.21769496091488,0.550746101686968
DCLK1,9201,13,13q13.3,35243478,-13.0115411728743,0.191798297133316
POSTN,10631,13,13q13.3,37034779,-11.7400763672286,0.177427925578575
NHLRC3,387921,13,13q13.3,38510455,-6.20994728004975,0.399861998305963
LHFP,10186,13,13q13.3,38815029,-7.4893048830015,0.275482621618718
C13orf15,28984,13,13q14.11,40929542,-7.23029208050208,0.20663282845172
KIAA0564,23078,13,13q14.11,41038961,-6.6952166979821,0.397968367165233
DGKH,160851,13,13q14.11,41520889,-6.51613865934101,0.411840628848031
EPSTI1,94240,13,13q14.11,42360122,-7.0501029729889,0.34544444877758
TPT1,7178,13,13q14.12,44809304,-12.1409569649351,0.380042806794883
LCP1,3936,13,13q14.12,45598060,-15.7591865160051,0.0547144440438259
C13orf18,80183,13,13q14.12,45814137,-11.7710333468716,0.302168588473435
ESD,2098,13,13q14.2,46243392,-6.44433077606731,0.320128864021303
ITM2B,9445,13,13q14.2,47705309,-6.17771327738636,0.371606871222827
P2RY5,10161,13,13q14.2,47883182,-28.2228921436031,0.0248000951613645
RCBTB2,1102,13,13q14.2,47961100,-12.4699345940131,0.204992857732859
EBPL,84650,13,13q14.3,49132863,-8.19677705379772,0.415158118731983
TRIM13,10206,13,13q14.3,49469144,-9.01764662336359,0.353440561931766
KCNRG,283518,13,13q14.3,49487391,-9.01764662336359,0.353440561931766
RNASEH2B,79621,13,13q14.3,50381928,-7.01623087788894,0.564754604546742
VPS36,51028,13,13q14.3,51884738,-5.84878212688451,0.26781740305739
LOC121981,121981,13,13q21.1,52292633,5.55260864073462,1.74816393822143
DIAPH3,81624,13,13q21.2,59137718,8.52989485010235,7.42026134438065
DACH1,1602,13,13q21.33,70910099,-11.6099942536573,0.208993517642171
TBC1D4,9882,13,13q22.2,74756810,-5.52962549916462,0.591309413603621
KCTD12,115207,13,13q22.3,76352305,-5.4370588051494,0.566056245386925
SCEL,8796,13,13q22.3,77007860,-7.1824075784164,0.0368944490757806
SLAIN1,122060,13,13q22.3,77170471,-6.2430597846018,0.362779096177523
SLITRK6,84189,13,13q31.1,85264923,-5.96371635372173,0.52942138152831
MIRN622,693207,13,13q31.3,89681436,8.12112032442192,6.276122159041
SLC15A1,6564,13,13q32.3,98134057,-6.44914296699122,0.451291288018519
DOCK9,23348,13,13q32.3,98243745,-7.96547071759658,0.3178964512763
LOC100132099,100132099,13,13q32.3,98699124,-5.7853161445927,0.372741437449617
EBI2,1880,13,13q32.3,98744790,-8.00883234770297,0.310787751129368
CLYBL,171425,13,13q32.3,99056937,-7.15446769954297,0.622509093323836
ZIC5,85416,13,13q32.3,99413276,6.15923854794044,1.99849920658398
PCCA,5095,13,13q32.3,99539338,-7.22415326705025,0.353506378088005
ITGBL1,9358,13,13q33.1,100902967,-10.7884215988776,0.254497557715879
KDELC1,79070,13,13q33.1,102234632,5.87135139827136,2.51341537741182
EFNB2,1948,13,13q33.3,105940094,-8.08847822597752,0.235539147564944
TNFSF13B,10673,13,13q33.3,107719978,-6.38561701159318,0.578998821424736
F10,2159,13,13q34,112825114,-6.76554213996442,0.415542334099352
ADPRHL1,113622,13,13q34,113124261,5.37406771426424,1.61396249064745
FLJ39632,642477,14,14q11.1,18957179,5.62055883111158,1.97214887996735
TEP1,7011,14,14q11.2,19905766,-6.32362141340676,0.592374386434584
NP,4860,14,14q11.2,20007382,5.84045437722933,2.49491191924477
RNASE6,6039,14,14q11.2,20319050,-11.7003606856413,0.229656220568367
RNASE1,6035,14,14q11.2,20339355,-16.9901864830701,0.0940337524143215
NDRG2,57447,14,14q11.2,20554762,-15.161037040708,0.121217270440948
SNORD8,319103,14,14q11.2,20935292,-7.74956797934883,0.277080790497421
SLC7A7,9056,14,14q11.2,22312274,-10.1058887789195,0.469368783415342
MMP14,4323,14,14q11.2,22375633,-6.24769782843026,0.260945621540228
JUB,84962,14,14q11.2,22510249,9.15713418671197,2.65288824098128
PSMB5,5693,14,14q11.2,22564900,5.32621606766044,2.49072023567614
CDH24,64403,14,14q11.2,22586709,5.36015225526894,1.69747881183859
SLC7A8,23428,14,14q11.2,22664344,-10.6900318645171,0.21393616158436
EFS,10278,14,14q11.2,22895451,-7.65912811960336,0.494449767653466
C14orf122,51016,14,14q12,23678014,6.47567866638228,2.20807638889085
ADCY4,196883,14,14q12,23857410,-9.8194448630281,0.395228703968364
RIPK3,11035,14,14q12,23875067,-8.4312766357648,0.505294862458414
NFATC4,4776,14,14q12,23907094,-8.38140130330641,0.449184722928512
KIAA1305,57523,14,14q12,23937832,-7.743185068300096,0.362482999904895
NOVA1,4857,14,14q12,25984929,-12.3128790643762,0.211359456451386
NKX2-1,7080,14,14q13.3,36055353,6.03676062320918,1.69130968888836
LRFN5,145581,14,14q21.2,41147090,-11.7854060203869,0.232449331725266
C14orf28,122525,14,14q21.3,44436257,-9.34871182144602,0.297643208974446
KLHDC1,122773,14,14q22.1,49229635,-14.251166925436,0.12117513962714
GNG2,54331,14,14q22.1,51396800,-9.037648305704,0.385379802134016
NID2,22795,14,14q22.1,51541270,-13.2974824734306,0.260372703838019
PTGER2,5732,14,14q22.1,51850863,-5.69367348791668,0.14671154578937
CDKN3,1033,14,14q22.2,53933476,8.39677595104702,6.27494493966352
DLG7,9787,14,14q22.3,54684601,5.4253043985152,5.57019242361122
PELI2,57161,14,14q23.1,55654846,-7.71227453429954,0.409415459149209
RHOJ,57381,14,14q23.2,62740898,-14.4247306335713,0.140503752486
ACTN1,87,14,14q24.1,68410793,7.48101504258343,2.37064417089306
LOC100130174,100130174,14,14q24.1,69107969,5.08986639716066,1.75868952675477
KIAA0247,9766,14,14q24.1,69148066,-6.82753256469432,0.455203335246728
SFRS5,6430,14,14q24.2,69303582,-6.10814942544358,0.344656270104192
LIN52,91750,14,14q24.3,73621252,5.41384480764433,1.79513851285543
LTBP2,4053,14,14q24.3,74034639,-7.45169737466631,0.381872239223437
EIF2B2,8892,14,14q24.3,74539365,5.60143915919059,1.69129579687588
VASH1,22846,14,14q24.3,76298285,-5.78201029830384,0.625191874584326
DIO2,1734,14,14q31.1,79733622,-9.2995150770694,0.0656589140854156
FLRT2,23768,14,14q31.3,85066241,-17.218272693802,0.123445467070694
GPR65,8477,14,14q31.3,87541249,-7.9447135364695,0.412000649443349
C14orf159,80017,14,14q32.12,90650110,-8.19367420055125,0.323285789903692
TC2N,123036,14,14q32.12,91316279,-6.75885925962822,0.194655428428507
FBLN5,10516,14,14q32.12,91405508,-5.43647451148514,0.320488549229148
IFI27,3429,14,14q32.13,93646832,-7.22020414850368,0.241441308246248
FAM14A,83982,14,14q32.13,93663871,-6.26966695294845,0.52883727855246
DICER1,23405,14,14q32.13,94622319,-6.43300908077296,0.305713577690616
BDKRB2,624,14,14q32.2,95740950,-8.23139821967731,0.330476929599485
MEG3,55384,14,14q32.2,100362198,-9.57850566192928,0.276224504795539
