Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Ddx1,MGI:2144727,DDX1,HGNC:2734,ENSMUSG00000037149,ENSG00000079785,1587,592,-1.916135,-1.957953,-1.350635,-0.9242774,-1.625276,-2.221532,-1.5903618,-1.7415743333333333,0.9004933122101643,,0.738777354364362
Ddx3x,MGI:103064,DDX3X,HGNC:2745,ENSMUSG00000060628,ENSG00000215301,1312,1227,0.8196893,0.8868124,0.7131978,-0.2590553,-0.2574044,-1.361498,-0.6259859,0.8065665000000001,2.699238394381665,,0.0181610874392468
Ddx6,MGI:104976,DDX6,HGNC:2747,ENSMUSG00000032097,ENSG00000110367,957,83,-5.275095,-6.566226,-2.927995,-0.218635,0.1324478,0.3031214,0.0723114,-4.923105333333333,0.03134943531230898,,0.00971301332558339
Dhx30,MGI:1920081,DHX30,HGNC:16716,ENSMUSG00000032480,ENSG00000132153,1954,613,-4.160416,-5.159415,-3.513172,-3.099719,-4.379741,-4.613377,-4.030945666666667,-4.277667666666667,0.8428092189086496,,0.731839736452164
Dip2b,MGI:2145977,DIP2B,HGNC:29284,ENSMUSG00000023026,ENSG00000066084,2063,1595,-4.250914,-2.977521,-2.978661,-1.578804,-2.477942,-1.550275,-1.869007,-3.4023653333333335,0.345472233362461,,0.0425631227368262
Dlat,MGI:2385311,DLAT,HGNC:2896,ENSMUSG00000000168,ENSG00000150768,670,946,0.2247062,0.5329123,0.7053334,0.07269314,0.7882151,-0.1177189,0.24772978,0.4876506333333333,1.1809278736081494,,0.481557064076917
Dlg1,MGI:107231,DLG1,HGNC:2900,ENSMUSG00000022770,ENSG00000075711,959,1834,3.015833,2.870805,2.839462,0.4329333,0.35531,0.7341948,0.5074793666666667,2.9086999999999996,5.282499162138997,+,4.70796165010377e-05
Dlg2,MGI:1344351,DLG2,HGNC:2901,ENSMUSG00000052572,ENSG00000150672,2036,1137,5.03284,5.194759,5.489608,1.951841,3.162906,2.680207,2.5983179999999995,5.239069000000001,6.236562256965465,+,0.002176547043226
Dlg3,MGI:1888986,DLG3,HGNC:2902,ENSMUSG00000000881,ENSG00000082458,744,2135,4.411523,4.384548,4.550463,0.7889601,2.044757,1.814271,1.5493293666666668,4.448844666666666,7.4617565964136325,+,0.00173705812505159
Dlg4,MGI:1277959,DLG4,HGNC:2903,ENSMUSG00000020886,ENSG00000132535,2175,2127,6.736049,6.888602,6.765161,4.000554,5.419391,4.126036,4.515327,6.796603999999999,4.861080414063537,,0.00746896895796652
Dlgap1,MGI:1346065,DLGAP1,HGNC:2905,ENSMUSG00000003279,ENSG00000170579,691,2169,2.606014,3.020283,3.269557,1.188967,1.625624,0.6876398,1.1674102666666666,2.965284666666667,3.4770755154714506,+,0.00569518021609804
Dlgap2,MGI:2443181,DLGAP2,HGNC:2906,ENSMUSG00000047495,ENSG00000198010,1025,1045,1.773022,1.997308,1.976175,-1.388729,-0.6817276,-1.365841,-1.1454325333333333,1.9155016666666669,8.345128125905317,+,0.000227586580394263
Dlgap3,MGI:3039563,DLGAP3,HGNC:30368,ENSMUSG00000042388,ENSG00000116544,1429,847,3.011405,3.33454,3.164161,-0.4263618,0.5529342,0.203852,0.11014146666666669,3.1700353333333333,8.339112588833089,+,0.000529845307354535
Dlgap4,MGI:2138865,DLGAP4,HGNC:24476,ENSMUSG00000061689,ENSG00000080845,253,2249,1.42475,1.299021,1.402236,-1.970879,-2.19027,-3.877775,-2.679641333333333,1.3753356666666667,16.621480664603794,+,0.00255708835630575
Dlst,MGI:1926170,DLST,HGNC:2911,ENSMUSG00000004789,ENSG00000119689,2003,843,2.093549,1.424999,0.9931034,2.98894,1.696207,0.9993669,1.8948379666666666,1.5038837999999999,0.7626250542660767,,0.588177530026653
Dmwd,MGI:94907,DMWD,HGNC:2936,ENSMUSG00000030410,ENSG00000185800,2321,2358,-2.478097,-2.520189,-3.686697,-2.436606,-3.305012,-2.462699,-2.7347723333333334,-2.8949943333333334,0.8948873562527334,,0.759160454426895
Dnaja1,MGI:1270129,DNAJA1,HGNC:5229,ENSMUSG00000028410,ENSG00000086061,433,761,-0.2907164,-0.9240301,-0.6894998,0.5379384,-0.08877654,1.251596,0.5669192866666667,-0.6347487666666667,0.4347723043821711,,0.0487795368216533
Dnaja2,MGI:1931882,DNAJA2,HGNC:14884,ENSMUSG00000031701,ENSG00000069345,1011,881,-2.460146,-1.568283,-1.471508,0.6326142,-0.6030496,0.336488,0.12201753333333336,-1.8333123333333334,0.2578618289700229,,0.0159945574540754
Dnajb1,MGI:1931874,DNAJB1,HGNC:5270,ENSMUSG00000005483,ENSG00000132002,525,882,-3.244901,-1.397963,-1.772168,1.083835,-3.313015,1.523676,-0.23516799999999996,-2.138344,0.26735415440479227,,0.311381955422485
Dnajb6,MGI:1344381,DNAJB6,HGNC:14888,ENSMUSG00000029131,ENSG00000105993,777,370,-0.9625134,-0.2646433,-0.4747806,0.7498146,0.1325793,0.7106669,0.5310202666666667,-0.5673124333333334,0.4670559532167323,,0.0187312774477564
Dnajc11,MGI:2443386,DNAJC11,HGNC:25570,ENSMUSG00000039768,ENSG00000007923,1795,1127,-0.03042289,-0.004491518,-0.03620493,-0.8755118,-1.492394,-0.3330474,-0.9003177333333333,-0.023706446000000003,1.8360575596194273,,0.0590226089153143
Dnajc13,MGI:2676368,DNAJC13,HGNC:30343,ENSMUSG00000032560,ENSG00000138246,1735,2209,-2.409097,-1.447293,-1.35216,-2.163495,-1.947137,-3.499092,-2.5365746666666666,-1.7361833333333336,1.7415734671114445,,0.247198718161503
Dnajc19,MGI:1914963,DNAJC19,HGNC:30528,ENSMUSG00000027679,ENSG00000205981,1702,2144,-1.561268,-3.786548,-3.010028,1.344702,-2.420305,-0.6669581,-0.5808536999999999,-2.785948,0.21687049584953577,,0.157066204268451
Dnm1,MGI:107384,DNM1,HGNC:2972,ENSMUSG00000026825,ENSG00000106976,2384,1993,4.990044,4.8823,5.515359,4.794759,5.969028,5.785076,5.516287666666667,5.129234333333334,0.764689869478748,,0.40253131124467
Dnm1l,MGI:1921256,DNM1L,HGNC:2973,ENSMUSG00000022789,ENSG00000087470,1144,2104,0.1778225,0.3494641,-0.6815002,1.90649,2.286249,1.717894,1.9702110000000002,-0.051404533333333315,0.24628223422115006,+,0.00494515598581446
Dnm2,MGI:109547,DNM2,HGNC:2974,ENSMUSG00000033335,ENSG00000079805,1279,2233,-3.159197,-1.688673,-0.4408554,-0.4314359,-0.4849078,0.4227494,-0.16453143333333334,-1.7629084666666668,0.33024828318429345,,0.129415103473748
Dnm3,MGI:1341299,DNM3,HGNC:29125,ENSMUSG00000040265,ENSG00000197959,2117,1161,-0.2384817,-0.404168,0.8700842,0.7381414,0.8988412,1.244241,0.9604078666666668,0.07581149999999999,0.5416390398783811,,0.107007570362545
Dock1,MGI:2429765,DOCK1,HGNC:2987,ENSMUSG00000058325,ENSG00000150760,512,2263,-4.994033,-4.935254,-6.051207,-2.288782,-3.641119,-3.277675,-3.0691919999999997,-5.326831333333333,0.20911387088404237,,0.0141621857821774
Dock10,MGI:2146320,DOCK10,HGNC:23479,ENSMUSG00000038608,ENSG00000135905,1801,1626,-3.411902,-3.260421,-4.059571,-3.545584,-2.591901,-2.821718,-2.9864010000000003,-3.5772980000000003,0.6639299782220187,,0.192725870895598
Dock3,MGI:2429763,DOCK3,HGNC:2989,ENSMUSG00000039716,ENSG00000088538,1387,1341,-1.549395,-1.510129,-2.56656,-3.287144,-3.206551,-2.871987,-3.1218939999999997,-1.8753613333333334,2.3727048786665854,,0.0276932944503286
Dock4,MGI:1918006,DOCK4,HGNC:19192,ENSMUSG00000035954,ENSG00000128512,210,1069,-0.7789755,-0.6699902,-1.237035,-2.705379,-1.876446,-2.274323,-2.2853826666666666,-0.8953335666666667,2.6208760038519903,,0.0093084312714329
Dock9,MGI:106321,DOCK9,HGNC:14132,ENSMUSG00000025558,ENSG00000088387,1352,2395,-1.397358,-1.157875,-1.749768,-1.845342,-1.358953,-2.209167,-1.8044873333333333,-1.4350003333333337,1.2918933716907803,,0.286016017300057
Dpp6,MGI:94921,DPP6,HGNC:3010,ENSMUSG00000061576,ENSG00000130226,1520,2378,-1.423036,-1.619736,-0.972672,-4.493946,-4.199672,-4.370939,-4.3548523333333335,-1.3384813333333334,8.091297117874479,+,0.000135661489985935
Dpysl2,MGI:1349763,DPYSL2,HGNC:3014,ENSMUSG00000022048,ENSG00000092964,1523,187,2.037399,2.397695,2.454224,5.38965,5.046643,5.552136,5.329476333333333,2.2964393333333333,0.12217008753265858,+,0.000106135566462218
Dpysl3,MGI:1349762,DPYSL3,HGNC:3015,ENSMUSG00000024501,ENSG00000113657,2369,443,-4.083045,-3.283426,-4.567897,0.9366875,0.5509672,1.464188,0.9839475666666667,-3.978122666666667,0.03208248642494195,+,0.000413841300586304
Dtna,MGI:106039,DTNA,HGNC:3057,ENSMUSG00000024302,ENSG00000134769,57,1056,-3.190214,-2.847354,-2.356168,-1.816475,-1.301454,-2.747837,-1.9552553333333336,-2.797912,0.5576157952784979,,0.15900669442117
Dync1h1,MGI:103147,DYNC1H1,HGNC:2961,ENSMUSG00000018707,ENSG00000197102,2058,368,-4.427209,-4.969102,-2.918754,-2.862455,-3.887234,-5.059597,-3.9364286666666666,-4.105021666666667,0.8897099550151104,,0.857831367465962
Dync1i1,MGI:107743,DYNC1I1,HGNC:2963,ENSMUSG00000029757,ENSG00000158560,716,720,-1.011003,-0.8711111,-0.6857575,0.004342555,0.724191,-0.1503631,0.19272348500000003,-0.8559572000000001,0.4834100309428241,,0.0213201456540786
Dync1i2,MGI:107750,DYNC1I2,HGNC:2964,ENSMUSG00000027012,ENSG00000077380,1350,721,-1.363828,-1.129415,-0.6652753,-0.02494203,0.1608441,-0.05935089,0.025517059999999994,-1.0528394333333333,0.47356800107508945,,0.00757420378855289
Dync1li1,MGI:2135610,DYNC1LI1,HGNC:18745,ENSMUSG00000032435,ENSG00000144635,269,944,-0.1062226,-0.01700164,-0.4427398,-2.292471,-0.8890221,-0.1061818,-1.0958916333333333,-0.18865468,1.8754501981897145,,0.236802862090606
Dync1li2,MGI:107738,DYNC1LI2,HGNC:2966,ENSMUSG00000035770,ENSG00000135720,407,1878,-1.6719,-1.036916,-1.625511,0.6930961,0.02018985,0.7521688,0.48848491666666666,-1.4447756666666667,0.261836733871162,+,0.00341918893067805
Dynll1,MGI:1861457,DYNLL1,HGNC:15476,ENSMUSG00000009013,ENSG00000088986,613,425,0,0.2026247,-0.4132565,1.026207,-0.07068785,2.457474,1.1376643833333333,-0.07021060000000001,0.43290579456450656,,0.18444348079824
Dynll2,MGI:1915347,DYNLL2,HGNC:24596,ENSMUSG00000020483,ENSG00000121083,1072,780,1.872046,2.009252,1.32452,1.376573,0.3297224,2.404583,1.3702928000000003,1.7352726666666667,1.2878636567792896,,0.595913703135979
Dynlrb1,MGI:1914318,DYNLRB1,HGNC:15468,ENSMUSG00000047459,ENSG00000125971,1262,1422,-1.992967,-2.754606,-2.732798,0.5158028,-1.261979,0.4541051,-0.09735703333333333,-2.493457,0.18997744275063672,,0.0194555789922446
Eef1a1,MGI:1096881,EEF1A1,HGNC:3189,ENSMUSG00000037742,ENSG00000156508,1908,1343,3.194361,2.698949,3.215455,4.330929,4.477733,4.382114,4.396925333333333,3.036255,0.389401316494498,+,0.00144853221515717
Eef1a2,MGI:1096317,EEF1A2,HGNC:3192,ENSMUSG00000016349,ENSG00000101210,495,360,0.809889,-0.3883899,0.7846024,-0.5539638,1.668169,-1.232159,-0.03931793333333333,0.4020338333333333,1.3578760250987514,,0.669884274527212
Eef1d,MGI:1913906,EEF1D,HGNC:3211,ENSMUSG00000055762,ENSG00000104529,734,326,-2.948989,-4.260815,-3.176561,-2.196016,-1.8719,-2.538705,-2.202207,-3.4621216666666665,0.41756865756830536,,0.048255584326012
Eef1g,MGI:1914410,EEF1G,HGNC:3213,ENSMUSG00000071644,ENSG00000186676,2445,1461,1.599512,1.106511,1.823777,0.9270476,1.753097,1.271099,1.3170811999999998,1.5099333333333333,1.1430211773256185,,0.579003018126227
Eef2,MGI:95288,EEF2,HGNC:3214,ENSMUSG00000034994,ENSG00000167658,1307,2003,-1.295035,-1.887841,-1.250363,-1.332571,-1.410344,-3.665057,-2.135990666666667,-1.4777463333333334,1.5781609347698289,,0.452627501269833
Efhd2,MGI:106504,EFHD2,HGNC:28670,ENSMUSG00000040659,ENSG00000142634,1064,129,-1.073797,-1.661176,-3.625894,-2.826665,1.368662,0.0394166,-0.4728621333333334,-2.120289,0.3192089778170635,,0.321877842635953
Efr3b,MGI:2444851,EFR3B,HGNC:29155,ENSMUSG00000020658,ENSG00000084710,2392,2259,2.119361,1.355342,2.222529,-0.507649,0.3451293,-1.330498,-0.49767256666666665,1.8990773333333333,5.266154689011465,,0.0125159846385613
Ehd3,MGI:1928900,EHD3,HGNC:3244,ENSMUSG00000024065,ENSG00000013016,676,868,-1.487193,-0.2334735,-0.3970511,1.65906,1.637121,2.785367,2.0271826666666666,-0.7059058666666668,0.1504036482016444,,0.00748122637428716
Eif2s1,MGI:95299,EIF2S1,HGNC:3265,ENSMUSG00000021116,ENSG00000134001,1443,2074,-3.456116,-3.832999,-2.362999,-1.647864,-2.607723,-1.709657,-1.9884146666666667,-3.217371333333334,0.4266258631592034,,0.0847829896873145
Eif4a2,MGI:106906,EIF4A2,HGNC:3284,ENSMUSG00000022884,ENSG00000156976,1753,1778,-1.791681,-1.508145,-1.216655,1.118549,0.8547104,0.8392735,0.9375109666666667,-1.505493666666667,0.18390025262028933,+,0.000207172046895021
Elfn2,MGI:3608416,ELFN2,HGNC:29396,ENSMUSG00000043460,ENSG00000166897,1537,2061,0.3448508,0.3136859,0.05347419,-2.300406,-2.128247,-2.050654,-2.1597690000000003,0.23733696333333332,5.267454559010162,+,3.49403912969897e-05
Elmo2,MGI:2153045,ELMO2,HGNC:17233,ENSMUSG00000017670,ENSG00000062598,1527,1781,0.9185591,1.091832,0.8345374,-0.5266173,0.7461935,-0.6455451,-0.14198963333333334,0.9483094999999998,2.1291817909901622,,0.0733026930740918
Enah,MGI:108360,ENAH,HGNC:18271,ENSMUSG00000022995,ENSG00000154380,2212,2123,-2.15868,-0.3819962,-1.381422,-3.136472,-1.436841,-4.255785,-2.943032666666667,-1.3073660666666667,3.1073109073037064,,0.166160339883882
Eno1,MGI:95393,ENO1,HGNC:3350,ENSMUSG00000063524,ENSG00000074800,2070,1970,0.7046494,1.257476,1.309672,4.09861,4.384019,3.798921,4.09385,1.0905991333333334,0.12471865097196967,+,0.000306184089098549
Eno2,MGI:95394,ENO2,HGNC:3353,ENSMUSG00000004267,ENSG00000111674,1339,1617,-1.499181,-3.182182,-2.38994,2.520762,1.47706,1.817028,1.9382833333333334,-2.357101,0.05092845165040301,+,0.00171781206268573
Enpp6,MGI:2445171,ENPP6,HGNC:23409,ENSMUSG00000038173,ENSG00000164303,1171,1346,0.2240456,0.3667488,0.05542907,3.34196,3.048387,2.937204,3.1091836666666666,0.21540782333333333,0.13455091962955212,+,4.31975602614987e-05
Epb4.1,MGI:95401,EPB41,HGNC:3377,ENSMUSG00000028906,ENSG00000159023,1402,1761,-3.714279,-2.853927,-5.08691,2.169101,0.9771082,-1.002534,0.7145583999999999,-3.8850386666666665,0.041246140324430275,,0.0152456265623986
Epb4.1l1,MGI:103010,EPB41L1,HGNC:3378,ENSMUSG00000027624,ENSG00000088367,766,1999,1.511734,1.428654,1.305252,0.8412434,1.85491,2.099648,1.5986004666666667,1.4152133333333332,0.880633033017066,,0.66257298409845
Epb4.1l2,MGI:103009,EPB41L2,HGNC:3379,ENSMUSG00000019978,ENSG00000079819,530,1365,-1.845498,-1.744992,-1.987713,-0.8719448,-2.548231,-4.073099,-2.4977582666666667,-1.859401,1.5565557683401319,,0.528966807889269
Epb4.1l3,MGI:103008,EPB41L3,HGNC:3380,ENSMUSG00000024044,ENSG00000082397,1004,1987,2.542003,2.036204,2.337655,3.005901,3.421108,3.512124,3.3130443333333335,2.3052873333333332,0.49731884306486845,,0.00926663311171483
Epb4.9,MGI:99670,EPB49,HGNC:3382,ENSMUSG00000022099,ENSG00000158856,1572,550,1.872081,2.103853,2.040044,2.418177,2.363571,2.705397,2.495715,2.005326,0.711833137323727,,0.0179219199793312
Epha4,MGI:98277,EPHA4,HGNC:3388,ENSMUSG00000026235,ENSG00000116106,298,654,-0.2386639,0.146816,-0.1562577,-0.01385919,-1.009403,0.2531902,-0.2566906633333334,-0.08270186666666667,1.1281733765256754,,0.6872161724816
Eprs,MGI:97838,EPRS,HGNC:3418,ENSMUSG00000026615,ENSG00000136628,458,1647,-3.8196,-4.480681,-4.393799,-2.880124,-3.25336,-4.094853,-3.4094456666666666,-4.23136,0.5656908209251351,,0.11861047667111
Eps15l1,MGI:104582,EPS15L1,HGNC:24634,ENSMUSG00000006276,ENSG00000127527,1184,1858,0.2317352,-0.5419269,0.9715808,-1.114925,-0.9052693,-0.9930963,-1.0044302,0.22046303333333336,2.337381512770192,,0.0499945792102988
Erc1,MGI:2151013,ERC1,HGNC:17072,ENSMUSG00000030172,ENSG00000082805,1230,294,1.144515,0.7886633,0.6745005,-1.695364,-1.84347,-1.910207,-1.8163470000000002,0.8692262666666665,6.433363767796833,+,6.53258002736853e-05
Erc2,MGI:1098749,ERC2,HGNC:31922,ENSMUSG00000040640,ENSG00000187672,2095,1955,4.479651,4.503298,3.811908,1.692635,2.338616,2.615028,2.2154263333333333,4.2649523333333335,4.139699366380967,+,0.00447096478270735
Erlin2,MGI:2387215,ERLIN2,HGNC:1356,ENSMUSG00000031483,ENSG00000147475,860,1020,0.1808901,0.5515612,-0.1697699,0.8220665,0.5501795,0.4727729,0.6150063,0.18756046666666662,0.7435770594891118,,0.141311728757984
Evl,MGI:1194884,EVL,HGNC:20234,ENSMUSG00000021262,ENSG00000196405,1225,63,-4.521744,-2.838253,-2.69061,-3.466765,-2.065337,-0.769109,-2.100403666666667,-3.3502023333333333,0.4205068867957982,,0.269381555491542
Exoc1,MGI:2445020,EXOC1,HGNC:30380,ENSMUSG00000036435,ENSG00000090989,617,948,-0.02583148,0.09768834,0.5643255,-0.7660153,-0.4781832,-0.1925607,-0.4789197333333333,0.2120607866666667,1.6143803506802537,,0.0474395758382504
Exoc2,MGI:1913732,EXOC2,HGNC:24968,ENSMUSG00000021357,ENSG00000112685,2279,2186,0.2481848,-0.0768734,0.2116373,-1.119238,-0.9576287,-0.8513767,-0.9760811333333334,0.1276495666666667,2.149097148046112,+,0.0010235438469349
Exoc3,MGI:2443972,EXOC3,HGNC:30378,ENSMUSG00000034152,ENSG00000180104,1172,1918,0.01739141,0.100124,-0.3769042,-1.70519,0.05572364,-3.006954,-1.55214012,-0.08646293000000001,2.76193083174773,,0.178570706154397
Exoc4,MGI:1096376,EXOC4,HGNC:30389,ENSMUSG00000029763,ENSG00000131558,1058,678,0.7197267,0.6217474,-0.1308417,-1.116182,-0.667389,-0.421946,-0.7351723333333333,0.4035441333333334,2.2018504232792107,,0.0277869088229814
Exoc5,MGI:2145645,EXOC5,HGNC:10696,ENSMUSG00000061244,ENSG00000070367,2230,2235,-1.317528,-0.4575859,-0.6927595,-1.935007,-1.143329,-0.8143236,-1.2975532,-0.8226244666666668,1.3898495619561375,,0.321410512887594
Exoc6b,MGI:1923164,EXOC6B,HGNC:17085,ENSMUSG00000033769,ENSG00000144036,2350,2197,-0.4461789,-0.776842,-0.04037456,-1.255095,-1.349038,-2.626554,-1.7435623333333332,-0.42113182000000005,2.5008707764383313,,0.0544464015143504
Exoc7,MGI:1859270,EXOC7,HGNC:23214,ENSMUSG00000020792,ENSG00000182473,1243,1438,0.1145862,0.6216313,0.5751162,-1.368482,1.044582,0.02530552,-0.09953149333333335,0.43711123333333335,1.450592934158863,,0.496277877258941
Exoc8,MGI:2142527,EXOC8,HGNC:24659,ENSMUSG00000074030,ENSG00000116903,904,1695,-2.381618,-1.434536,-2.690901,-2.024015,-1.194752,-1.017747,-1.4121713333333332,-2.1690183333333333,0.5917882675929874,,0.196533582110788
Ezr,MGI:98931,EZR,HGNC:12691,ENSMUSG00000052397,ENSG00000092820,2333,1577,-3.500578,-2.798556,-5.053378,-0.8629521,-0.528379,-1.120514,-0.8372817,-3.784170666666667,0.12968747275122075,,0.0128065947891416
Fam18a,MGI:3665441,FAM81A,HGNC:28379,ENSMUSG00000050908,ENSG00000166676,1548,2043,1.497862,1.945648,2.285399,0.1030521,0.5028311,0.2135645,0.27314923333333335,1.9096363333333333,3.1090786223533327,+,0.00313340798774866
Fam49b,MGI:1923520,FAM49B,HGNC:25216,ENSMUSG00000022378,ENSG00000153310,1698,433,-2.649286,-2.339056,-3.174014,0.8910506,0.4932336,-0.05316465,0.44370651666666666,-2.720785333333333,0.11153034153251443,+,0.000988814941587535
Farp1,MGI:2446173,FARP1,HGNC:3591,ENSMUSG00000025555,ENSG00000152767,789,1693,-0.4755903,-0.8538942,-0.4037502,-1.139352,-1.434773,-0.5513262,-1.0418170666666666,-0.5777449,1.3794299221124826,,0.190569485830096
Farsa,MGI:1913840,FARSA,HGNC:3592,ENSMUSG00000003808,ENSG00000179115,994,1281,-0.6226169,-0.4224413,0.2613228,0.8947088,0.8934175,1.235217,1.0077811,-0.2612451333333334,0.4149397476441647,,0.0120193288583785
Farsb,MGI:1346035,FARSB,HGNC:17800,ENSMUSG00000026245,ENSG00000116120,1673,1515,-2.46298,-1.232906,-1.529653,-0.6133643,-0.1665925,-0.8045622,-0.528173,-1.7418463333333332,0.4311693903134398,,0.0433604361056552
Fbxo41,MGI:1261912,FBXO41,HGNC:29409,ENSMUSG00000047013,ENSG00000163013,1567,1851,3.78358,3.594688,3.399117,0.134786,1.208857,1.138213,0.8272853333333333,3.592461666666667,6.79831086555642,+,0.0016139121287672
Fkbp1b,MGI:1336205,FKBP1B,HGNC:3712,ENSMUSG00000020635,ENSG00000119782,1901,1132,-0.168276,-0.7474496,-0.3749575,-0.1107149,-0.9380745,0.1648996,-0.2946299333333333,-0.43022770000000005,0.910292584558607,,0.734083339687194
Fkbp8,MGI:1341070,FKBP8,HGNC:3724,ENSMUSG00000019428,ENSG00000105701,1744,716,-0.0296348,0.4930993,0.130916,0.8702192,0.8251458,0.4196296,0.7049982,0.19812683333333334,0.7037469322314185,,0.073975348367431
Flot1,MGI:1100500,FLOT1,HGNC:3757,ENSMUSG00000059714,ENSG00000137312,878,276,2.943474,2.39905,2.746706,3.655185,4.02935,3.731427,3.805320666666667,2.69641,0.46364398169656124,+,0.004798215452124
Flot2,MGI:103309,FLOT2,HGNC:3758,ENSMUSG00000061981,ENSG00000132589,2300,2258,3.8944,3.65914,3.800458,4.476758,4.818794,4.426,4.573850666666667,3.784666,0.5786710331795994,+,0.00500515784048505
Fmn2,MGI:1859252,FMN2,HGNC:14074,ENSMUSG00000028354,ENSG00000155816,2241,480,-1.060267,-1.261106,-1.37708,-0.9427889,-0.7991877,-0.741403,-0.8277932,-1.2328176666666668,0.75522348483696,,0.0213033671231433
Fmnl2,MGI:1918659,FMNL2,HGNC:18267,ENSMUSG00000036053,ENSG00000157827,1048,1664,0.8348433,0.2517102,0.3605008,2.836659,0.9114688,1.711466,1.8198645999999998,0.48235143333333336,0.39570215663179675,,0.0846987148895417
Fscn1,MGI:1352745,FSCN1,HGNC:11148,ENSMUSG00000029581,ENSG00000075618,1180,1682,-2.238876,-2.102003,-1.852819,0.6206763,2.772009,2.383146,1.9252771,-2.0645659999999997,0.06294156670336908,+,0.00402318194487394
Fxr2,MGI:1346074,FXR2,HGNC:4024,ENSMUSG00000018765,ENSG00000129245,537,2179,-0.4834469,-0.08776885,-0.04688472,-1.761655,-2.294222,-2.175915,-2.077264,-0.20603349,3.658444847951272,+,0.000928938344555159
Fyn,MGI:95602,FYN,HGNC:4037,ENSMUSG00000019843,ENSG00000010810,1407,2289,0.4573483,0.3564587,-0.4446419,0.2528089,0.1220178,0.8910904,0.42197236666666665,0.12305503333333333,0.8128621777883819,,0.465913172954132
Gabbr1,MGI:1860139,GABBR1,HGNC:4070,ENSMUSG00000024462,ENSG00000204681,108,1075,0.858735,0.3556212,0.2711699,-2.204926,-1.111481,-2.776549,-2.030985333333333,0.4951753666666667,5.76036687840149,,0.00839058546867216
Gabbr2,MGI:2386030,GABBR2,HGNC:4507,ENSMUSG00000039809,ENSG00000136928,867,1839,2.651237,2.586248,2.76703,0.4321046,0.8998462,0.8741776,0.7353761333333333,2.6681716666666664,3.8179429183689026,+,0.000274373041258676
Gabra1,MGI:95613,GABRA1,HGNC:4075,ENSMUSG00000010803,ENSG00000022355,1605,172,3.244497,2.956461,2.472812,1.735059,1.170101,1.564707,1.4899556666666667,2.8912566666666666,2.6413967184277514,,0.00751356299185083
Gap43,MGI:95639,GAP43,HGNC:4140,ENSMUSG00000047261,ENSG00000172020,528,641,3.581012,3.403987,2.056053,2.59277,3.490875,2.825386,2.9696769999999995,3.013684,1.0309733210964087,,0.940247219658943
Gapdh,MGI:95640,GAPDH,HGNC:4141,ENSMUSG00000057666,ENSG00000111640,1408,1310,3.377824,3.399761,3.480088,3.873467,3.806634,4.643485,4.107862,3.4192243333333336,0.6204394528641154,,0.0634606222071661
Gas7,MGI:1202388,GAS7,HGNC:4169,ENSMUSG00000033066,ENSG00000007237,1009,387,-1.646464,-1.413347,-0.4437059,-2.094668,0.2205991,0.434256,-0.47993763333333334,-1.1678389666666666,0.6207561981516808,,0.482487001279471
Gbas,MGI:1278343,GBAS,HGNC:4179,ENSMUSG00000029432,ENSG00000146729,535,233,0.5078031,0.5769359,0.07440659,2.195293,1.393738,1.133585,1.5742053333333335,0.3863818633333333,0.43896460778642,,0.0289531323310976
Gdap1,MGI:1338002,GDAP1,HGNC:15968,ENSMUSG00000025777,ENSG00000104381,1545,829,1.427814,0.3248553,0.4229953,3.048977,2.054683,2.808319,2.637326333333333,0.7252215333333334,0.2657046166204463,,0.0144435236405902
Gdap1l1,MGI:2385163,GDAP1L1,HGNC:4213,ENSMUSG00000017943,ENSG00000124194,1731,498,-0.1657771,-0.1820154,0.2226018,-0.8517711,0.6996297,-1.124557,-0.4255661333333333,-0.04173023333333334,1.3048065234396145,,0.546438714131565
Gdi1,MGI:99846,GDI1,HGNC:4226,ENSMUSG00000015291,ENSG00000203879,357,1518,-2.369866,-0.3634203,-2.289915,3.486066,3.794214,4.054397,3.7782256666666663,-1.6744004333333333,0.02283473567459013,+,0.00128423434279967
Gfap,MGI:95697,GFAP,HGNC:4235,ENSMUSG00000020932,ENSG00000131095,818,272,1.694986,1.633945,1.822789,6.280339,7.516161,6.862833,6.886444333333333,1.71724,0.02779165705148002,+,0.000138582746277649
Gfra2,MGI:1195462,GFRA2,HGNC:4244,ENSMUSG00000022103,ENSG00000168546,414,252,0.01331807,0.2895505,0.09070364,-1.569062,-2.698314,-2.784581,-2.350652333333333,0.13119073666666667,5.586106464810619,+,0.00343669468376091
Git1,MGI:1927140,GIT1,HGNC:4272,ENSMUSG00000011877,ENSG00000108262,1863,2056,0.383037,0.2207835,0.5081751,-0.8654404,0.971898,-1.264436,-0.3859927999999999,0.3706652,1.689572197553784,,0.336652673377702
